2017-11-02,太平洋证券,000799,酒鬼酒,推荐酒鬼酒:中高端酒继续保持良好势头,webcache\20171102\webcache-20180303020146.html,sina,
2017-11-02,华安证券,603939,益丰药房,"(2)子行业龙头:建议关注优质处方药龙头华东医药、济川医药、丽珠集团等;取消药品加成、要求药占比下降,处方外流部分省份开始试行,连锁药店将承接部分外流市场,推荐区域连锁药店龙头益丰药房、一心堂",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,000513,丽珠集团,"(2)子行业龙头:建议关注优质处方药龙头华东医药、济川医药、丽珠集团等;取消药品加成、要求药占比下降,处方外流部分省份开始试行,连锁药店将承接部分外流市场,推荐区域连锁药店龙头益丰药房、一心堂",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,000963,华东医药,"(2)子行业龙头:建议关注优质处方药龙头华东医药、济川医药、丽珠集团等;取消药品加成、要求药占比下降,处方外流部分省份开始试行,连锁药店将承接部分外流市场,推荐区域连锁药店龙头益丰药房、一心堂",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,002727,一心堂,"(2)子行业龙头:建议关注优质处方药龙头华东医药、济川医药、丽珠集团等;取消药品加成、要求药占比下降,处方外流部分省份开始试行,连锁药店将承接部分外流市场,推荐区域连锁药店龙头益丰药房、一心堂",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,600196,复星医药,(1)创新:建议关注处于国内研发前列的公司恒瑞医药、复星医药和康弘药业,webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,600276,恒瑞医药,(1)创新:建议关注处于国内研发前列的公司恒瑞医药、复星医药和康弘药业,webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,002773,康弘药业,(1)创新:建议关注处于国内研发前列的公司恒瑞医药、复星医药和康弘药业,webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,300009,安科生物,"(3)业绩持续高增长:推荐生长激素与精准医疗龙头安科生物;一致性评价进展迅速、开始获受理,推荐临床CRO龙头泰格医药",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,300347,泰格医药,"(3)业绩持续高增长:推荐生长激素与精准医疗龙头安科生物;一致性评价进展迅速、开始获受理,推荐临床CRO龙头泰格医药",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,300009,安科生物,"(3)业绩持续高增长:推荐生长激素与精准医疗龙头安科生物;一致性评价进展迅速、开始获受理,推荐临床CRO龙头泰格医药",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,华安证券,300347,泰格医药,"(3)业绩持续高增长:推荐生长激素与精准医疗龙头安科生物;一致性评价进展迅速、开始获受理,推荐临床CRO龙头泰格医药",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,西南证券,600660,福耀玻璃,"   
    本周推荐:1)福耀玻璃(600660):汽车零部件细分领域绝对龙头,市占率不断提升",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,西南证券,300258,精锻科技,"2)精锻科技(300258):全球精锻齿轮龙头,目前全球市占率10%,未来成长空间巨大,增资控股东风齿轮业绩增长又添动力",webcache\20171102\webcache-20180303020344.html,sina,
2017-11-02,广发证券,002589,瑞康医药,"推荐瑞康医药:省内省外业务推进顺利,期待各省级平台资源进一步整合",webcache\20171102\webcache-20180303020345.html,sina,
2017-11-02,山西证券,300024,机器人,"   
    盈利预测及投资建议:公司产业战略明晰--通过对传统产业效率驱动成本优势,技术创新,重视全球市场区域扩展以及对机器人和工业自动化布局的双轮驱动的努力,实现公司的“全球领先的消费电器、暖通空调、机器人及工业自动化科技集团”的发展目标",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,山西证券,300024,机器人,"   
    盈利预测及投资建议:公司产业战略明晰--通过对传统产业效率驱动成本优势,技术创新,重视全球市场区域扩展以及对机器人和工业自动化布局的双轮驱动的努力,实现公司的“全球领先的消费电器、暖通空调、机器人及工业自动化科技集团”的发展目标",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,山西证券,000333,美的集团,"推荐美的集团:双轮驱动,引入高端家电合作者",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,国信证券,000796,凯撒旅游,"推荐凯撒旅游:Q3旅游主业表现稳定,着眼明年积极布局",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600019,宝钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600231,凌钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600307,酒钢宏兴,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,000709,河钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,000825,太钢不锈,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,002110,三钢闽光,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600019,宝钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600231,凌钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,600307,酒钢宏兴,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,000709,河钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,000825,太钢不锈,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,太平洋证券,002110,三钢闽光,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020346.html,sina,
2017-11-02,平安证券,600019,宝钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,600231,凌钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,600307,酒钢宏兴,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,000709,河钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,000825,太钢不锈,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,002110,三钢闽光,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,600019,宝钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,600231,凌钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,600307,酒钢宏兴,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,000709,河钢股份,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,000825,太钢不锈,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,平安证券,002110,三钢闽光,"建议关注前期涨幅较小、业绩弹性大的酒钢宏兴,同时业绩大幅增长以及估值较低的凌钢股份、三钢闽光以及市净率不足一倍的河钢股份以及行业龙头宝钢股份、太钢不锈等",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,开源证券,600884,杉杉股份,本期可继续重点关注:杉杉股份、当升科技、比亚迪、奥特迅,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,开源证券,002227,奥特迅,本期可继续重点关注:杉杉股份、当升科技、比亚迪、奥特迅,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,开源证券,002594,比亚迪,本期可继续重点关注:杉杉股份、当升科技、比亚迪、奥特迅,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,开源证券,300073,当升科技,本期可继续重点关注:杉杉股份、当升科技、比亚迪、奥特迅,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,600171,上海贝岭,主要推荐:上海贝岭、杰赛科技,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,002544,杰赛科技,主要推荐:上海贝岭、杰赛科技,webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,600614,鹏起科技,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,002171,楚江新材,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,002361,神剑股份,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,300353,东土科技,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,财富证券,300054,鼎龙股份,"推荐鼎龙股份:汇兑损失拖累Q3业绩,打印耗材整合优势显现",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,财富证券,300054,鼎龙股份,"推荐鼎龙股份:汇兑损失拖累Q3业绩,打印耗材整合优势显现",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中信建投,300068,南都电源,"推荐南都电源:业绩增长实现预期,储能及锂电业务稳步推进",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中信建投,300068,南都电源,"推荐南都电源:业绩增长实现预期,储能及锂电业务稳步推进",webcache\20171102\webcache-20180303020347.html,sina,
2017-11-02,中泰证券,000036,华联控股,"推荐华联控股17年三季报点评:盈利改善,业绩兑现",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,财富证券,600285,羚锐制药,"推荐羚锐制药:贴膏剂维持稳定增长,整体毛利率提升",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,财富证券,600285,羚锐制药,"推荐羚锐制药:贴膏剂维持稳定增长,整体毛利率提升",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,中投证券,000591,太阳能,"目前尤利卡太阳能组件自动流水线已达产,三季度光伏装机空间约为9GW,四季度业绩仍有较大增长空间",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,中投证券,600884,杉杉股份,"推荐杉杉股份:正极材料增势强劲,估值水平仍存上涨空间",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,中投证券,600884,杉杉股份,"推荐杉杉股份:正极材料增势强劲,估值水平仍存上涨空间",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,上海证券,600323,瀚蓝环境,"推荐瀚蓝环境:业绩增长稳定,拟进入水环境治理领域",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,上海证券,600323,瀚蓝环境,"推荐瀚蓝环境:业绩增长稳定,拟进入水环境治理领域",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,浙商证券,300009,安科生物,"安科生物凭借粉针剂型产品销售,中报增速超过55%,三季报继续维持高增长,公司渠道优势和销售能力得到验证,预计生长激素全年实现4个亿销售收入",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,浙商证券,300009,安科生物,"安科生物凭借粉针剂型产品销售,中报增速超过55%,三季报继续维持高增长,公司渠道优势和销售能力得到验证,预计生长激素全年实现4个亿销售收入",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,浙商证券,300009,安科生物,"推荐安科生物:生长激素持续高速增长,多催化剂驱动未来发展",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,浙商证券,300009,安科生物,"推荐安科生物:生长激素持续高速增长,多催化剂驱动未来发展",webcache\20171102\webcache-20180303020348.html,sina,
2017-11-02,财富证券,600405,动力源,"目前土壤调理剂业务占公司收入比例仅为6%,但收入占比在不断的提升,并且该部分产品毛利率高达73%,是公司未来盈利增长的重要动力源",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,财富证券,002002,鸿达兴业,"推荐鸿达兴业:业绩符合预期,新旧业务均高增长",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,财富证券,002002,鸿达兴业,"推荐鸿达兴业:业绩符合预期,新旧业务均高增长",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,上海证券,002196,方正电机,"推荐方正电机2017年三季报点评:业绩增速改善,毛利率保持平稳",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,西南证券,002497,雅化集团,"推荐雅化集团:民爆主业回暖,加码海内外锂矿资源布局",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,爱建证券,600754,锦江股份,"结合行业当前估值水平,我们给予锦江股份“推荐”评级",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,爱建证券,600754,锦江股份,"推荐锦江股份点评报告:品牌矩阵完善,整合加速提升协同效应",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,爱建证券,600754,锦江股份,"推荐锦江股份点评报告:品牌矩阵完善,整合加速提升协同效应",webcache\20171102\webcache-20180303020349.html,sina,
2017-11-02,财富证券,600519,贵州茅台,推荐贵州茅台:强劲需求拉动业绩超预期,webcache\20171102\webcache-20180303020350.html,sina,
2017-11-02,上海证券,300024,机器人,"公司上半年专用工业机器人及自动化智能装备收入同比增长37%,依然是公司发展的重头戏",webcache\20171102\webcache-20180303020350.html,sina,
2017-11-02,上海证券,603203,快克股份,"推荐快克股份:脚踏实地的优质公司,股权激励凝聚公司核心竞争力",webcache\20171102\webcache-20180303020350.html,sina,
2017-11-02,中国银河国际金融控股有限公司,603707,健友股份,"推荐健友股份三季报点评:业绩超预期,继续重点推荐",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,财富证券,300398,飞凯材料,"推荐飞凯材料:Q3归母净利增速45%,液晶材料国产替代正当时,半导体材料蓄势待发",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,联讯证券,600104,上汽集团,"本着审慎原则,我们给予上汽集团12倍PE,目标价为37.80元,维持“买入”评级",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,联讯证券,600104,上汽集团,"推荐上汽集团:自主品牌销量突出,合资品牌结构优化",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,联讯证券,600104,上汽集团,"推荐上汽集团:自主品牌销量突出,合资品牌结构优化",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,浙商证券,600312,平高电气,"推荐平高电气:Q3盈利下滑较多,期待经营改善",webcache\20171102\webcache-20180303020351.html,sina,
2017-11-02,财富证券,600201,生物股份,"推荐生物股份:口蹄疫、猪圆环疫苗齐放量,公司业绩延续高增",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,西南证券,300133,华策影视,"推荐华策影视:腹有佳作气自华,影视白马有良策",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,603111,康尼机电,此外我们建议重点关注现代有轨电车整套解决方案提供商新筑股份、轨交门系统核心供应商康尼机电,webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,002480,新筑股份,此外我们建议重点关注现代有轨电车整套解决方案提供商新筑股份、轨交门系统核心供应商康尼机电,webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,601766,中国中车,"   
    轨交板块投资主要是整车和核心配件两条线路,整车投资标的我们推荐中国中车,未来有望成为全球最有竞争力的轨交车辆供应商;核心配件标的我们推荐华铁股份,公司是国内高铁配件国产化的领先企业,致力于打造产品线最丰富的国产高铁核心配件供应商",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,000976,华铁股份,"   
    轨交板块投资主要是整车和核心配件两条线路,整车投资标的我们推荐中国中车,未来有望成为全球最有竞争力的轨交车辆供应商;核心配件标的我们推荐华铁股份,公司是国内高铁配件国产化的领先企业,致力于打造产品线最丰富的国产高铁核心配件供应商",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,601766,中国中车,"   
    轨交板块投资主要是整车和核心配件两条线路,整车投资标的我们推荐中国中车,未来有望成为全球最有竞争力的轨交车辆供应商;核心配件标的我们推荐华铁股份,公司是国内高铁配件国产化的领先企业,致力于打造产品线最丰富的国产高铁核心配件供应商",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,000976,华铁股份,"   
    轨交板块投资主要是整车和核心配件两条线路,整车投资标的我们推荐中国中车,未来有望成为全球最有竞争力的轨交车辆供应商;核心配件标的我们推荐华铁股份,公司是国内高铁配件国产化的领先企业,致力于打造产品线最丰富的国产高铁核心配件供应商",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,西南证券,600466,蓝光发展,"推荐蓝光发展:费用控制得力,业绩如期增长",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,西南证券,600466,蓝光发展,"推荐蓝光发展:费用控制得力,业绩如期增长",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,002770,科迪乳业,"推荐科迪乳业:扩大规模提升效率,内外兼修保持增长",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,太平洋证券,002770,科迪乳业,"推荐科迪乳业:扩大规模提升效率,内外兼修保持增长",webcache\20171102\webcache-20180303020352.html,sina,
2017-11-02,浙商证券,002262,恩华药业,"推荐恩华药业深度报告:专注中枢神经药物,稳中求进,蓄势待发",webcache\20171102\webcache-20180303020353.html,sina,
2017-11-02,财富证券,603868,飞科电器,"推荐飞科电器:三季度增速略有下滑,四季度网络购物节引爆业绩",webcache\20171102\webcache-20180303020353.html,sina,
2017-11-02,财富证券,600703,三安光电,"推荐三安光电:景气度维持高位,三季度高增长",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,财富证券,600703,三安光电,"推荐三安光电:景气度维持高位,三季度高增长",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,西南证券,002511,中顺洁柔,"推荐中顺洁柔2017年三季报点评:收入快速增长,渠道下沉发力",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,西南证券,002511,中顺洁柔,"推荐中顺洁柔2017年三季报点评:收入快速增长,渠道下沉发力",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,申万宏源,000408,藏格控股,"推荐藏格控股深度报告:国内盐湖龙头,积极开拓上游资源及盐湖提锂,钾锂双利好",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,财富证券,002094,青岛金王,"推荐青岛金王:营收大幅增加,扣非后净利表现亮眼",webcache\20171102\webcache-20180303020354.html,sina,
2017-11-02,财富证券,002343,慈文传媒,"推荐慈文传媒:Q3业绩符合预期,期待四季度大剧确认",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600030,中信证券,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600643,爱建集团,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600958,东方证券,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601318,中国平安,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601336,新华保险,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601601,中国太保,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601628,中国人寿,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,000666,经纬纺机,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,000776,广发证券,"本周重点推荐标的:   
    中国平安、新华保险、中国太保、中国人寿、中信证券、广发证券、东方证券、爱建集团、经纬纺机",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600030,中信证券,本周重点推荐偏稳健的券商标的:中信证券、广发证券、东方证券,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600958,东方证券,本周重点推荐偏稳健的券商标的:中信证券、广发证券、东方证券,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,000776,广发证券,本周重点推荐偏稳健的券商标的:中信证券、广发证券、东方证券,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601318,中国平安,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601336,新华保险,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601601,中国太保,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,601628,中国人寿,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600643,爱建集团,"本周重点推荐:爱建集团(混改标的,牌照优势)、经纬纺机(央企改革标的,资产注入预期)",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,000666,经纬纺机,"本周重点推荐:爱建集团(混改标的,牌照优势)、经纬纺机(央企改革标的,资产注入预期)",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,600643,爱建集团,"本周重点推荐:爱建集团(混改标的,牌照优势)、经纬纺机(央企改革标的,资产注入预期)",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,太平洋证券,000666,经纬纺机,"本周重点推荐:爱建集团(混改标的,牌照优势)、经纬纺机(央企改革标的,资产注入预期)",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,信达证券,300458,全志科技,"   
    重点推荐公司:(1)全志科技:全志科技是A 股唯一一家拥有独立自主IP 核的芯片设计公司,产品主要为智能终端应用处理器和智能电源管理芯片",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,财富证券,300129,泰胜风能,"推荐泰胜风能:毛利率企稳,营收维持高增长",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,财富证券,300129,泰胜风能,"推荐泰胜风能:毛利率企稳,营收维持高增长",webcache\20171102\webcache-20180303020355.html,sina,
2017-11-02,上海证券,300338,开元股份,"推荐开元股份2017年三季报点评:职教业务稳定增长,盈利能力逐季提升",webcache\20171102\webcache-20180303020356.html,sina,
2017-11-02,上海证券,300338,开元股份,"推荐开元股份2017年三季报点评:职教业务稳定增长,盈利能力逐季提升",webcache\20171102\webcache-20180303020356.html,sina,
2017-11-02,财富证券,600298,安琪酵母,"推荐安琪酵母:业绩延续高增,多业务协同缔造更大成长空间",webcache\20171102\webcache-20180303020356.html,sina,
