2017-11-15,国泰君安,002353,杰瑞股份,"推荐杰瑞股份公司首次覆盖报告:新时期,新机遇",webcache\20171115\webcache-20180303014135.html,sina,
2017-11-15,长江证券,600690,青岛海尔,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000333,美的集团,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000651,格力电器,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000921,海信科龙,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,002035,华帝股份,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,002508,老板电器,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,600690,青岛海尔,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000333,美的集团,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000651,格力电器,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,000921,海信科龙,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,002035,华帝股份,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,长江证券,002508,老板电器,"   
    虽然三季度行业整体盈利能力仍小幅承压,但在收入高速增长驱动下行业整体业绩仍实现较快增长,其中白电及厨电龙头业绩表现均较为优异;且随着近期成本及汇率等基本面压制因素迎来边际改善,行业基本面改善预期或在三季报催化带动下持续强化,年末龙头稳健配置价值值得重点关注;维持行业“看好”评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,东吴证券,601398,工商银行,个股方面建议关注:1)工商银行(601398,webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600019,宝钢股份,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600282,南钢股份,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600507,方大特钢,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600581,八一钢铁,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600782,新钢股份,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,600808,马钢股份,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,601003,柳钢股份,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,000717,韶钢松山,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中泰证券,000932,*ST华菱,"若后期限产执行效果到位,板块和商品具备反弹的机会,钢铁板块推荐弹性标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、宝钢股份、方大特钢以及柳钢股份等",webcache\20171115\webcache-20180303014232.html,sina,
2017-11-15,中信建投,000826,启迪桑德,"推荐启迪桑德:签署4.5亿垃圾焚烧发电ppp项目,龙头地位进一步巩固",webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,603200,上海洗霸,推荐碧水源(DF膜技术被列为推广类)、上海洗霸(工业废水处理),webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,300070,碧水源,推荐碧水源(DF膜技术被列为推广类)、上海洗霸(工业废水处理),webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,600388,龙净环保,"结合6月发布的《规范条件》名单,我们建议关注大气治理龙头清新环境(SPD-3D技术)、龙净环保(工业电除尘等被列为推广)",webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,002573,清新环境,"结合6月发布的《规范条件》名单,我们建议关注大气治理龙头清新环境(SPD-3D技术)、龙净环保(工业电除尘等被列为推广)",webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,601200,上海环境,推荐上海环境(500t/d以上垃圾焚烧及烟气处理、垄断上海医废、等离子体固废气化装置、污泥干化等)、金圆股份(水泥窑协同处置),webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,000546,金圆股份,推荐上海环境(500t/d以上垃圾焚烧及烟气处理、垄断上海医废、等离子体固废气化装置、污泥干化等)、金圆股份(水泥窑协同处置),webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,002322,理工环科,"监测领域共鼓励15种技术装备,其中重要应用领域有VOCs实时监测、水、气质量监测、重金属监测等,其中在线监测、智能监测技术装备被列入推广类,监测站人工转自动的趋势加快,推荐行业内研发投入占比高达10%的聚光科技,以及开创台州模式的理工环科",webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,300203,聚光科技,"监测领域共鼓励15种技术装备,其中重要应用领域有VOCs实时监测、水、气质量监测、重金属监测等,其中在线监测、智能监测技术装备被列入推广类,监测站人工转自动的趋势加快,推荐行业内研发投入占比高达10%的聚光科技,以及开创台州模式的理工环科",webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,600388,龙净环保,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,601200,上海环境,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,603200,上海洗霸,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,000546,金圆股份,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,002573,清新环境,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,300070,碧水源,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,国金证券,300203,聚光科技,推荐烟气超净排放、布局非电的清新环境(30%)、龙净环保(50%);研发占比达10%的监测龙头聚光科技(85%);膜技术龙头碧水源(20%);工业水处理上海洗霸(15%);固废危废领域的上海环境、金圆股份,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,中泰证券,002110,三钢闽光,推荐三钢闽光:资产整合迈出战略性一步,webcache\20171115\webcache-20180303014233.html,sina,
2017-11-15,川财证券,603305,旭升股份,"10月汽车产销数据表明,传统汽车增长趋缓,预计年内保持4%的增速,而新能源汽车持续放量,并有望冲击70万辆的既定目标,因此我们看好订单确定性较强的特斯拉和宁德时代产业链相关企业,对应标的有旭升股份、创新股份、格林美、天赐材料等",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,川财证券,002340,格林美,"10月汽车产销数据表明,传统汽车增长趋缓,预计年内保持4%的增速,而新能源汽车持续放量,并有望冲击70万辆的既定目标,因此我们看好订单确定性较强的特斯拉和宁德时代产业链相关企业,对应标的有旭升股份、创新股份、格林美、天赐材料等",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,川财证券,002709,天赐材料,"10月汽车产销数据表明,传统汽车增长趋缓,预计年内保持4%的增速,而新能源汽车持续放量,并有望冲击70万辆的既定目标,因此我们看好订单确定性较强的特斯拉和宁德时代产业链相关企业,对应标的有旭升股份、创新股份、格林美、天赐材料等",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,川财证券,002812,创新股份,"10月汽车产销数据表明,传统汽车增长趋缓,预计年内保持4%的增速,而新能源汽车持续放量,并有望冲击70万辆的既定目标,因此我们看好订单确定性较强的特斯拉和宁德时代产业链相关企业,对应标的有旭升股份、创新股份、格林美、天赐材料等",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,川财证券,300507,苏奥传感,"(中汽协)   
    公司要闻   
    苏奥传感(300507):公司实际控制人李宏庆计划六个月内累计增持比例不超过本公司总股本2%的股份",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,新时代证券,002717,岭南园林,"推荐岭南园林:PPP订单再下一城,生态文旅双轮驱动",webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,天风证券,603728,鸣志电器,推荐鸣志电器:步进电机龙头地位进一步明确,webcache\20171115\webcache-20180303014234.html,sina,
2017-11-15,中信建投,000725,京东方A,"推荐京东方A:成都线量产,柔性OLED卡位,关注良率爬坡带动业绩高弹性",webcache\20171115\webcache-20180303014235.html,sina,
2017-11-15,中信建投,000725,京东方A,"推荐京东方A:成都线量产,柔性OLED卡位,关注良率爬坡带动业绩高弹性",webcache\20171115\webcache-20180303014235.html,sina,
2017-11-15,中泰证券,600031,三一重工," 我们坚定看好工程机械2018-2020年更换及新增需求,持续推荐龙头三一重工、徐工机械等;   
    3",webcache\20171115\webcache-20180303014236.html,sina,
2017-11-15,中泰证券,000425,徐工机械," 我们坚定看好工程机械2018-2020年更换及新增需求,持续推荐龙头三一重工、徐工机械等;   
    3",webcache\20171115\webcache-20180303014236.html,sina,
2017-11-15,中泰证券,600031,三一重工," 徐工集团规模长期位列中国工程机械行业第1名,上市公司体外挖掘机业务增长迅速(市占率10%,内资企业中仅次于三一重工)",webcache\20171115\webcache-20180303014236.html,sina,
2017-11-15,中泰证券,000425,徐工机械,"推荐徐工机械:调整增发方案,预计增发进程将加快",webcache\20171115\webcache-20180303014236.html,sina,
2017-11-15,光大证券,601788,光大证券,"综合行业研究员推荐,我们整理了光大证券“美丽18”组合,分别从减法和加法两个维度梳理了受益于环保红利的个股",webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,光大证券,601788,光大证券,"综合行业研究员推荐,我们整理了光大证券“美丽18”组合,分别从减法和加法两个维度梳理了受益于环保红利的个股",webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,安信证券,002699,美盛文化,"推荐美盛文化:衍生品全球龙头,全产业链竞争优势明显",webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,安信证券,002699,美盛文化,"推荐美盛文化:衍生品全球龙头,全产业链竞争优势明显",webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,上海证券,601766,中国中车,我们建议重点关注具有核心竞争力的轨交产业链公司:新宏泰(603016)、康尼机电(603111)、中国中车(601766)、永贵电器(300351),webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,上海证券,603016,新宏泰,我们建议重点关注具有核心竞争力的轨交产业链公司:新宏泰(603016)、康尼机电(603111)、中国中车(601766)、永贵电器(300351),webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,上海证券,603111,康尼机电,我们建议重点关注具有核心竞争力的轨交产业链公司:新宏泰(603016)、康尼机电(603111)、中国中车(601766)、永贵电器(300351),webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,上海证券,300351,永贵电器,我们建议重点关注具有核心竞争力的轨交产业链公司:新宏泰(603016)、康尼机电(603111)、中国中车(601766)、永贵电器(300351),webcache\20171115\webcache-20180303014237.html,sina,
2017-11-15,国信证券,002013,中航机电,"推荐中航机电深度报告:趋势向上,确定性与弹性俱佳",webcache\20171115\webcache-20180303014238.html,sina,
2017-11-15,天风证券,300662,科锐国际,推荐科锐国际:人力资源服务新战略暨董事长调研深度纪要,webcache\20171115\webcache-20180303014238.html,sina,
2017-11-15,长城国瑞证券,300024,机器人,"2014-2016年,协作机器人销量及市场规模年复合增长率分别为74.71%和71.23%",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,长城国瑞证券,300024,机器人,"自2008年优傲机器人推出世界上第一款协作机器人UR5以来,全球协作机器人市场超高速增长",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,高华证券,603160,汇顶科技,"我们预计汇顶科技将维持在电容式指纹识别触控芯片方面的领先地位,并实现其人机交互领域龙头企业的长期目标,但我们对来自人脸识别技术和屏下超声波指纹识别技术的替代风险感到担忧",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,高华证券,603160,汇顶科技,"推荐汇顶科技:指纹识别芯片领军企业,但面临替代风险;首次覆盖评为中性(摘要)",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,天风证券,002044,美年健康,"流量的入口通常来源两种:设备流量+平台流量,万东作为老牌设备生产商,具有设备流量,同时美年健康的加盟带来平台流量,其优势可见一斑",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,天风证券,600055,万东医疗,"推荐万东医疗:三大主业齐头并进,估值需重塑",webcache\20171115\webcache-20180303014239.html,sina,
2017-11-15,天风证券,600487,亨通光电,"相关上市公司关注:亨通光电(光棒龙头,布局量子通信工程+设备+运营,预计17年净利润22亿,18年33亿,对应18年18倍)、光迅科技(联手科大国盾研发量子光电器件,预计17年净利润3",webcache\20171115\webcache-20180303014240.html,sina,
2017-11-15,天风证券,002281,光迅科技,"相关上市公司关注:亨通光电(光棒龙头,布局量子通信工程+设备+运营,预计17年净利润22亿,18年33亿,对应18年18倍)、光迅科技(联手科大国盾研发量子光电器件,预计17年净利润3",webcache\20171115\webcache-20180303014240.html,sina,
2017-11-15,东吴证券,600006,东风汽车,"推荐东风汽车:郑州日产完成剥离,18年轻装上阵",webcache\20171115\webcache-20180303014240.html,sina,
2017-11-15,天风证券,300567,精测电子,"推荐精测电子:卡位新世代显示技术,产业链布局再下一城",webcache\20171115\webcache-20180303014240.html,sina,
2017-11-15,中信建投,002191,劲嘉股份,"推荐劲嘉股份:精品龙头,烟标复苏社包开拓,智包前瞻",webcache\20171115\webcache-20180303014242.html,sina,
2017-11-15,川财证券,600282,南钢股份,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,600581,八一钢铁,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,600782,新钢股份,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,000717,韶钢松山,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,000932,*ST华菱,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,600282,南钢股份,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,600581,八一钢铁,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,600782,新钢股份,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,000717,韶钢松山,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,川财证券,000932,*ST华菱,"我们前期推荐的*ST华菱(000932)、南钢股份(600282)、韶钢松山(000717)、八一钢铁(600581)、新钢股份(600782)等标的表现良好,建议继续关注",webcache\20171115\webcache-20180303014243.html,sina,
2017-11-15,中银国际,600477,杭萧钢构,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,002310,东方园林,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,300197,铁汉生态,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,600477,杭萧钢构,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,002310,东方园林,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,300197,铁汉生态,"   
    投资标的方面,主要看好钢结构建设、PPP 业务、海外工程等板块,推荐新商业模式进展良好的杭萧钢构,关注扎根华南布局北方的铁汉生态、东方园林",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,600176,中国巨石,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,601636,旗滨集团,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,002372,伟星新材,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,600176,中国巨石,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,601636,旗滨集团,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,002372,伟星新材,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,600176,中国巨石,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
2017-11-15,中银国际,601636,旗滨集团,"   
    投资标方面,推荐受浮法玻璃价格高位影响很大的旗滨集团与品牌优势 逐步展现的伟星新材,关注受中建材整合影响与产品高端化进程顺利的中国巨石",webcache\20171115\webcache-20180303014245.html,sina,
