2018-01-11,中金公司,601006,大秦铁路,"大秦铁路(601006)Divided yield a safety margin;reform,freight rate hikes likely catalysts-180110",webcache\20180112\webcache-20180302224858.html,51pdf,
2018-01-11,中信建投,601128,常熟银行,"   
    农商行涨幅领先,主要是常熟银行年报同比增长22%带动,业绩超预期不良率大幅下降",webcache\20180111\webcache-20180303001423.html,sina,
2018-01-11,中信建投,601128,常熟银行,"   
    农商行涨幅领先,主要是常熟银行年报同比增长22%带动,业绩超预期不良率大幅下降",webcache\20180111\webcache-20180303001423.html,sina,
2018-01-11,中信建投,600036,招商银行,"   
    3、上周推荐的每周一股:招商银行,上涨3",webcache\20180111\webcache-20180303001423.html,sina,
2018-01-11,中信建投,600036,招商银行,"   
    3、上周推荐的每周一股:招商银行,上涨3",webcache\20180111\webcache-20180303001423.html,sina,
2018-01-11,华金证券,600054,黄山旅游,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,600138,中青旅,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,601888,中国国旅,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,300144,宋城演艺,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,600054,黄山旅游,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,600138,中青旅,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,601888,中国国旅,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,华金证券,300144,宋城演艺,"重点推荐:(1)、实控人股权划转有望带来资产注入预期,乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138.SH1;(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144.SZ);(3)、“一山一水一村一窟”外延式扩张积极推进,叠加杭黄高铁2018年通车提振客流量的黄山旅游(600054.SH);(4)、中标多个免税店经营权、采购议价能力提升有助提高免税业务毛利率的中国国旅(601888.SH)",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,600977,中国电影,"2017年电影票房的增速,体现了基本面的向好,票房的增长是实际的增长,这将凝聚起内容生产的全面繁荣,未来几年将看到一大批优质新影片的出现,中国电影市场的潜力毫无疑问是巨大的",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,600977,中国电影,"经过16年的发展,中国电影全年票房从2002年的不到10亿元,跃升到如今的559亿元,取得了突破性的发展和长足的进步,这表明国产电影有了更强的竞争力和话语权",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,000681,视觉中国,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002247,帝龙文化,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002292,奥飞娱乐,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002624,完美世界,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,300027,华谊兄弟,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,000681,视觉中国,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002247,帝龙文化,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002292,奥飞娱乐,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,002624,完美世界,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,太平洋证券,300027,华谊兄弟,"   
    推荐关注:动漫行业龙头奥飞动漫(002292),影视行业龙头华谊兄弟(300027),游戏行业龙头完美环球(002624),跨界并购游戏公司的帝龙新材(002247),以及从事正版图片分发的视觉中国(000681)等",webcache\20180111\webcache-20180303001424.html,sina,
2018-01-11,国联证券,002299,圣农发展,"白鸡板块业绩弹性巨大,建议关注圣农发展(002299)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,600057,象屿股份,建议关注苏垦农发(601952)、登海种业(002041)和象屿股份(600057),webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,601952,苏垦农发,建议关注苏垦农发(601952)、登海种业(002041)和象屿股份(600057),webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,002041,登海种业,建议关注苏垦农发(601952)、登海种业(002041)和象屿股份(600057),webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,002311,海大集团,"饲料板块方面,行业估值处在历史较低位置,存栏温和复苏,行业景气改善,建议关注低估值后周期龙头海大集团(002311)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,600201,生物股份,"动物疫苗方面,口蹄疫等疫苗皆为刚性需求,必将有力驱动疫苗采购量,格局较优的疫苗品种预计受益最多,建议关注口蹄疫市场苗龙头企业生物股份(600201)和迎来多个产品上市的普莱柯(603566)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,603566,普莱柯,"动物疫苗方面,口蹄疫等疫苗皆为刚性需求,必将有力驱动疫苗采购量,格局较优的疫苗品种预计受益最多,建议关注口蹄疫市场苗龙头企业生物股份(600201)和迎来多个产品上市的普莱柯(603566)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,600201,生物股份,"动物疫苗方面,口蹄疫等疫苗皆为刚性需求,必将有力驱动疫苗采购量,格局较优的疫苗品种预计受益最多,建议关注口蹄疫市场苗龙头企业生物股份(600201)和迎来多个产品上市的普莱柯(603566)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,国联证券,603566,普莱柯,"动物疫苗方面,口蹄疫等疫苗皆为刚性需求,必将有力驱动疫苗采购量,格局较优的疫苗品种预计受益最多,建议关注口蹄疫市场苗龙头企业生物股份(600201)和迎来多个产品上市的普莱柯(603566)",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600038,中直股份,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600482,中国动力,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600562,国睿科技,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600967,内蒙一机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000561,烽火电子,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000768,中航飞机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,002179,中航光电,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600038,中直股份,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600482,中国动力,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600562,国睿科技,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600967,内蒙一机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000561,烽火电子,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000768,中航飞机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,002179,中航光电,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600038,中直股份,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600482,中国动力,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600562,国睿科技,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,600967,内蒙一机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000561,烽火电子,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,000768,中航飞机,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,方正证券,002179,中航光电,"   
    投资建议:我们推荐关注具有收入或业绩较好或有改善预期的:【主战装备】中航飞机(战略军机制造平台,运20驱动增长)、中直股份(军用直升机制造平台,直20驱动增长)、内蒙一机(陆战装备制造,兵器混改先锋);【通用部件】中航光电(防务、新能车与通信高端连接器供应商)、中国动力(舰船全动力资产唯一上市平台);【核心军转民】国睿科技(电科14所资本运作平台);【优质配套军品】烽火电子",webcache\20180111\webcache-20180303001425.html,sina,
2018-01-11,长江证券,600486,扬农化工,"麦草畏上市公司主要有扬农化工等,有望充分受益于耐麦草畏转基因大豆的快速推广",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,002714,牧原股份,重点推荐:牧原股份和温氏股份,webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,300498,温氏股份,重点推荐:牧原股份和温氏股份,webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,600859,王府井,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,601933,永辉超市,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,603708,家家悦,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,603900,莱绅通灵,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,000501,鄂武商A,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,002419,天虹股份,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,002867,周大生,"目前时点,我们基于可选消费回暖与品质化需求提升,以及行业集中度及企业运营管理效率双升的中长期视角,重点推荐:1)百货子行业,鄂武商A、天虹股份、王府井;2)连锁子行业,家家悦、永辉超市、苏宁云商;3)黄金珠宝子行业,莱绅通灵、周大生",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,600699,均胜电子,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,600741,华域汽车,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,601689,拓普集团,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,601799,星宇股份,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,603197,保隆科技,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,603788,宁波高发,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,600699,均胜电子,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,600741,华域汽车,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,601689,拓普集团,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
2018-01-11,长江证券,601799,星宇股份,"   
    重点推荐:华域汽车(毫米波雷达国内率先量产+电机电控基础)、星宇股份(智能车灯切入感知层)、拓普集团(布局下一代刹车ibs));建议关注:宁波高发(卡位汽车神经CAN总线)、均胜电子(智能汽车全产业布局)、保隆科技(汽车电子TPMS快速放量,ADAS产品即将量产)",webcache\20180111\webcache-20180303001426.html,sina,
