2017-10-11,长雄证券  ,600570,恒生电子 ,推荐恒生电子:A股入摩专栏                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939278/index.phtml,sina,
2017-10-11,中银国际  ,002572,索菲亚  ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938120/index.phtml,sina,
2017-10-11,中银国际  ,002751,易尚展示 ,"易尚展示:公司第一期员工持股计划已完成股票购买,累计买入187.22万股,成交均价约为40.71元/股"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938120/index.phtml,sina,
2017-10-11,申万宏源  ,002575,群兴玩具 ,"推荐定增市场周报:股价长期倒挂,群兴玩具、万顺股份并购终止"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938103/index.phtml,sina,
2017-10-11,申万宏源  ,300057,万顺股份 ,"推荐定增市场周报:股价长期倒挂,群兴玩具、万顺股份并购终止"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938103/index.phtml,sina,
2017-10-11,中银国际  ,600567,山鹰纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,000488,晨鸣纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,002078,太阳纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,600567,山鹰纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,000488,晨鸣纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,002078,太阳纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,600567,山鹰纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,000488,晨鸣纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,002078,太阳纸业 ,"我们继续看好造纸跨年行情,推荐纸浆自给率高的晨鸣纸业、内生增长好的太阳纸业,关注箱板纸龙头玖龙纸业、理文造纸、山鹰纸业"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,603816,顾家家居 ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,603833,欧派家居 ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,000488,晨鸣纸业 ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,002078,太阳纸业 ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,中银国际  ,002572,索菲亚  ,本周重点推荐:晨鸣纸业、太阳纸业、顾家家居、索菲亚、欧派家居                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938102/index.phtml,sina,
2017-10-11,华鑫证券  ,002910,庄园牧场 ,推荐庄园牧场:新股询价报告                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938096/index.phtml,sina,
2017-10-11,银河证券  ,600884,杉杉股份 ,主要推荐标的:正业科技;伊之密;杉杉股份;亿纬锂能                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938085/index.phtml,sina,
2017-10-11,银河证券  ,300014,亿纬锂能 ,主要推荐标的:正业科技;伊之密;杉杉股份;亿纬锂能                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938085/index.phtml,sina,
2017-10-11,银河证券  ,300410,正业科技 ,主要推荐标的:正业科技;伊之密;杉杉股份;亿纬锂能                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938085/index.phtml,sina,
2017-10-11,银河证券  ,300415,伊之密  ,主要推荐标的:正业科技;伊之密;杉杉股份;亿纬锂能                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938085/index.phtml,sina,
2017-10-11,东北证券  ,002429,兆驰股份 ,推荐兆驰股份:老牌消费电子ODM制造龙头再次腾飞                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938074/index.phtml,sina,
2017-10-11,天风证券  ,600335,国机汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,601689,拓普集团 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,603305,旭升股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,000980,众泰汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002126,银轮股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002239,奥特佳  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002594,比亚迪  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,600335,国机汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,601689,拓普集团 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,603305,旭升股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,000980,众泰汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002126,银轮股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002239,奥特佳  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002594,比亚迪  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,600335,国机汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,601689,拓普集团 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,603305,旭升股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,000980,众泰汽车 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002126,银轮股份 ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002239,奥特佳  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
2017-10-11,天风证券  ,002594,比亚迪  ,"
    投资建议:建议关注能受益于双积分方案的车企,包括【吉利汽车H、众泰汽车、比亚迪】;在新能源产业趋势下,建议关注以特斯拉为首的新能源爆款乘用车及其产业链投资机会,推荐特斯拉产业链标的【拓普集团、国机汽车、旭升股份】、优质电动化零部件标的【奥特佳、银轮股份】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938070/index.phtml,sina,
