2017-11-10,新时代证券 ,002415,海康威视 ,"推荐海康威视三季报点评:业绩符合预期,新发布AI Cloud解决行业痛点"                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3979332/index.phtml,sina,
2017-11-10,广发证券  ,002080,中材科技 ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,广发证券  ,600552,凯盛科技 ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,广发证券  ,603688,石英股份 ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,广发证券  ,603737,三棵树  ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,广发证券  ,000786,北新建材 ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,广发证券  ,002080,中材科技 ,"(3)自下而上来看,我们继续重点推荐中线品种(可看到明年)——白马北新建材(我们强调的是公司盈利能力中线稳步上升,短期更多是预期波动)、中材科技和黑马三棵树、凯盛科技、石英股份(我们本周发布了石英玻璃行业深度报告,敬请关注)"                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978288/index.phtml,sina,
2017-11-10,中泰证券  ,300433,蓝思科技 ,"推荐蓝思科技:结盟日写打造一站式平台,大幅提升产品价值量"                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978284/index.phtml,sina,
2017-11-10,东吴证券  ,300385,雪浪环境 ,"推荐雪浪环境:定增批文落地,危废新贵,启航在即"                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978254/index.phtml,sina,
2017-11-10,天风证券  ,600398,海澜之家 ,"推荐海澜之家:公司发行可转债,致力于产业链信息化建设"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978198/index.phtml,sina,
2017-11-10,太平洋证券 ,600018,上港集团 ,"此举利好上港集团,肩负国家培养竞争新优势的任务"                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978192/index.phtml,sina,
2017-11-10,太平洋证券 ,600018,上港集团 ,"推荐上港集团:自由贸易港+长江经济带,双龙头概念利好叠加"                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978192/index.phtml,sina,
2017-11-10,国联证券  ,600373,中文传媒 ,"推荐中文传媒:COK进入稳定业绩释放期,《乱世王者》将增厚公司业绩"                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978167/index.phtml,sina,
2017-11-10,国联证券  ,600143,金发科技 ,"推荐金发科技:销售规模维持高增长,三季度业绩环比改善"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978144/index.phtml,sina,
2017-11-10,国联证券  ,600143,金发科技 ,"推荐金发科技:销售规模维持高增长,三季度业绩环比改善"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978144/index.phtml,sina,
2017-11-10,华金证券  ,002353,杰瑞股份 ,"近几年拉美地区的石油产业发展迅猛,杰瑞股份加速国际化与本土进程,目前拉美地区共有一千多台杰瑞设备在作业"                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978127/index.phtml,sina,
2017-11-10,华金证券  ,002353,杰瑞股份 ,"推荐杰瑞股份:三季报主业增速符合预期,继续给予增持评级"                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978127/index.phtml,sina,
2017-11-10,华金证券  ,002353,杰瑞股份 ,"推荐杰瑞股份:三季报主业增速符合预期,继续给予增持评级"                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978127/index.phtml,sina,
2017-11-10,川财证券  ,600011,华能国际 ,"中石油宣告切入电力行业,提升了市场对电力行业关注度,火电今日表现良好,华能国际、华电国际表现领涨"                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978114/index.phtml,sina,
2017-11-10,川财证券  ,600027,华电国际 ,"中石油宣告切入电力行业,提升了市场对电力行业关注度,火电今日表现良好,华能国际、华电国际表现领涨"                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978114/index.phtml,sina,
2017-11-10,川财证券  ,601857,中国石油 ,"(北极星电力网)2、中国石油集团电能有限公司正式组建,注册资本金50 亿元,将打造气电产业、购电平台、海外市场三个增长极"                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978114/index.phtml,sina,
2017-11-10,太平洋证券 ,300053,欧比特  ,"欧比特是稀缺的商业卫星遥感行业军民两用型公司,公司业绩多年保持稳定增长趋势,传统宇航电子芯片多年来市场占有率遥遥领先,安防人脸识别前景广阔,公司所处的航天和卫星遥感行业未来五年均处于景气周期"                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978112/index.phtml,sina,
2017-11-10,太平洋证券 ,300053,欧比特  ,"欧比特是稀缺的商业卫星遥感行业军民两用型公司,公司业绩多年保持稳定增长趋势,传统宇航电子芯片多年来市场占有率遥遥领先,安防人脸识别前景广阔,公司所处的航天和卫星遥感行业未来五年均处于景气周期"                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978112/index.phtml,sina,
2017-11-10,太平洋证券 ,300053,欧比特  ,"推荐欧比特:发力宇航电子国产化,打造领先卫星大数据服务平台"                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978112/index.phtml,sina,
2017-11-10,太平洋证券 ,300053,欧比特  ,"推荐欧比特:发力宇航电子国产化,打造领先卫星大数据服务平台"                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978112/index.phtml,sina,
2017-11-10,新时代证券 ,002153,石基信息 ,"推荐石基信息:携手阿里发力“新零售”,向大消费服务平台演进加速"                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978108/index.phtml,sina,
2017-11-10,新时代证券 ,002153,石基信息 ,"推荐石基信息:携手阿里发力“新零售”,向大消费服务平台演进加速"                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978108/index.phtml,sina,
2017-11-10,川财证券  ,601996,丰林集团 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,603801,志邦股份 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,603833,欧派家居 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,000910,大亚圣象 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,002572,索菲亚  ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,601996,丰林集团 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,603801,志邦股份 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,603833,欧派家居 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,000910,大亚圣象 ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,川财证券  ,002572,索菲亚  ,"继续看好定制家居子板块,行业龙头凭借渠道优势和品类扩大能力,具有较强的抗风险能力,相关标的有索菲亚、欧派家居,同时建议关注低估值二线龙头和定制家居上游人造板供应商,相关标的有志邦股份、大亚圣象、丰林集团"                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978104/index.phtml,sina,
2017-11-10,平安证券  ,600884,杉杉股份 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,603659,璞泰来  ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,002074,国轩高科 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,002196,方正电机 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,002249,大洋电机 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,002812,创新股份 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,300073,当升科技 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,300438,鹏辉能源 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,平安证券  ,300450,先导智能 ,"建议关注国内动力电池一线企业国轩高科、加码纯电物流车业务开拓的软包动力先行者鹏辉能源,以及驱控领域龙头大洋电机、方正电机;关注高端锂电材料杉杉股份、当升科技、创新股份,以及CATL产业链先导智能、璞泰来的投资机会"                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978102/index.phtml,sina,
2017-11-10,华金证券  ,600320,振华重工 ,"
    “天鲲号”见证疏浚装备业变革,振华重工引领国产化之路:“天鲲号”为全电力驱动、双定位系统、全球无限航区的重型自航绞吸挖泥船,具有技术标准高、装备水平高、环保要求高等诸多优势,彰显出公司高端制造的综合能力"                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978101/index.phtml,sina,
2017-11-10,华金证券  ,601800,中国交建 ,"
    中交集团将成控股股东,国企改革进程加速:10月24日,公司收到国资委批复,公司控股股东中国交建将通过协议转让方式向实际控制人中交集团转让13.2亿股,占公司总股本的29.99%,控股股东变更为中交集团"                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978101/index.phtml,sina,
2017-11-10,华金证券  ,600320,振华重工 ,"推荐振华重工:大国重器“天鲲号”下水,高端制造彰显实力"                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978101/index.phtml,sina,
2017-11-10,浙商证券  ,002001,新和成  ,"推荐新和成深度报告:维生素景气回升,蛋氨酸奠定高成长基石"                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978096/index.phtml,sina,
2017-11-10,财富证券  ,600867,通化东宝 ,"推荐通化东宝动态点评:赖脯胰岛素临床申报获受理,四大胰岛素类似物布局达预期"                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978090/index.phtml,sina,
2017-11-10,国信证券  ,000063,中兴通讯 ,"
    我们认为,技术研发是公司不断保持活力的根本,而基于5G技术领先优势的制高点,中兴通讯积极横向和纵向开拓市场,投身于产业合作,有助于公司不断提高竞争力和市场地位"                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978087/index.phtml,sina,
2017-11-10,国信证券  ,000063,中兴通讯 ,"
    我们认为,技术研发是公司不断保持活力的根本,而基于5G技术领先优势的制高点,中兴通讯积极横向和纵向开拓市场,投身于产业合作,有助于公司不断提高竞争力和市场地位"                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978087/index.phtml,sina,
2017-11-10,国信证券  ,000063,中兴通讯 ,"在运营商资本开支大幅下降的2017年,中兴通讯仍保持业绩的稳步增长和海外运营商市场的顺利开拓,展现了公司善于抓住逆势中崛起的机遇,有望在5G时代行业新一轮洗牌中崛起"                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978087/index.phtml,sina,
2017-11-10,国信证券  ,000063,中兴通讯 ,"中兴通讯此次中标意义非凡,欧洲市场战略性突破彰显5G实力
    中兴此次承建“欧洲第一张5G预商用网络”,对欧洲市场的突破具有战略层次的意义,为其市场格局的提升奠定了坚实的基础"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978087/index.phtml,sina,
2017-11-10,国信证券  ,000063,中兴通讯 ,"推荐中兴通讯重大事件快评:标志性事件,承建欧洲首张5G预商用网络显实力"                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978087/index.phtml,sina,
2017-11-10,天风证券  ,600867,通化东宝 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,603658,安图生物 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000513,丽珠集团 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000661,长春高新 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000963,华东医药 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,300463,迈克生物 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,600867,通化东宝 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,603658,安图生物 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000513,丽珠集团 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000661,长春高新 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,000963,华东医药 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,300463,迈克生物 ,"前期建议关注超跌的优质白马(迈克生物、安图生物、通化东宝、长春高新、华东医药,丽珠集团等)部分已迎来上涨,建议继续持有"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
2017-11-10,天风证券  ,600750,江中药业 ,"从业绩弹性的角度,继续推荐原料药(环保风暴有望持续推进)、消费升级(品牌OTC,家用医疗器械,专科服务)和流通板块龙头,精选估值合理兼具弹性的组合:“江嘉奥花”,江中药业、嘉事堂、奥佳华(原名蒙发利)、花园生物(中期看好阶段提价)"                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978085/index.phtml,sina,
