2017-11-07,方正证券  ,000711,京蓝科技 ,"与京蓝科技签订战略合作协议,进一步绑定大客户,新业务智慧农业节水有望实现快速增长:京蓝科技是我国领先的智慧节水解决方案供应商和运营服务商,且其下属公司已中标多个智慧节水灌溉PPP 项目"                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973869/index.phtml,sina,
2017-11-07,安信证券  ,600519,贵州茅台 ,"白酒方面,高端整体业绩增长加速显著,贵州茅台三季报大超预期,价值认知上台阶,我们预判至2020 年前茅台供给形势不会逆转,价格趋势向好,预收款厚实,业绩保障度高,同时茅台通过积极引导预期和茅台云商技术手段帮助,价格管控试水有效,有助拉长高端酒及行业整体的景气和投资周期"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600305,恒顺醋业 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600872,中炬高新 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600887,伊利股份 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,002507,涪陵榨菜 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600305,恒顺醋业 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600872,中炬高新 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,600887,伊利股份 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,安信证券  ,002507,涪陵榨菜 ,"乳业需求回暖明确,竞争趋缓显著提升利润弹性,伊利股份有望在行业回暖、领先渠道布局优势下实现的份额提升,长期看好;调味品中酱醋板块景气度好,提价过渡完毕后盈利能力进一步提升,已步入稳步释放阶段,继续看好中炬高新、涪陵榨菜、恒顺醋业"                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973184/index.phtml,sina,
2017-11-07,申万宏源  ,600438,通威股份 ,"推荐通威股份:未来3-5年新扩产20GW电池片,智能制造后发效应可期"                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973182/index.phtml,sina,
2017-11-07,天风证券  ,300072,三聚环保 ,"公司与三聚环保双方利用各自产业优势,共同探讨在农业大数据、农业物联网领域的合作,合力打造生态农业产业链"                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,天风证券  ,000816,智慧农业 ,"公司与新天科技建立战略合作伙伴关系,能够优势互补,推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,天风证券  ,300259,新天科技 ,"公司与新天科技建立战略合作伙伴关系,能够优势互补,推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,天风证券  ,000816,智慧农业 ,"公司与新天科技建立战略合作伙伴关系,能够优势互补,推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,天风证券  ,300259,新天科技 ,"公司与新天科技建立战略合作伙伴关系,能够优势互补,推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,天风证券  ,000711,京蓝科技 ,"推荐京蓝科技:发布京蓝农业物联网平台,与三方签约战略合作协议"                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973180/index.phtml,sina,
2017-11-07,西南证券  ,600690,青岛海尔 ,"推荐青岛海尔三季度点评:业绩超预期,盈利能力逆势而上"                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973176/index.phtml,sina,
2017-11-07,申万宏源  ,600217,中再资环 ,"推荐中再资环:业绩低于预期,政策向好拆解龙头"                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973172/index.phtml,sina,
2017-11-07,广发证券  ,601688,华泰证券 ,"推荐华泰证券:经纪份额保持领先优势,拟募资提升资金实力"                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973148/index.phtml,sina,
2017-11-07,广发证券  ,601688,华泰证券 ,"推荐华泰证券:经纪份额保持领先优势,拟募资提升资金实力"                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973148/index.phtml,sina,
2017-11-07,广发证券  ,601688,华泰证券 ,"推荐华泰证券:经纪份额保持领先优势,拟募资提升资金实力"                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973148/index.phtml,sina,
2017-11-07,银河证券  ,000733,振华科技 ,"推荐振华科技:关注四季度经营情况,高新电子业务长期成长仍值得看好"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973144/index.phtml,sina,
2017-11-07,银河证券  ,000733,振华科技 ,"推荐振华科技:关注四季度经营情况,高新电子业务长期成长仍值得看好"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973144/index.phtml,sina,
2017-11-07,川财证券  ,002019,亿帆医药 ,"
    亿帆医药(002019)、凯利秦(300326)、欧普康视(300595)、秦格医药(300347)、美年健康(002044)发布三季报,2017年前三季度实现归母净利润同比增长分别63"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973132/index.phtml,sina,
2017-11-07,川财证券  ,002044,美年健康 ,"
    亿帆医药(002019)、凯利秦(300326)、欧普康视(300595)、秦格医药(300347)、美年健康(002044)发布三季报,2017年前三季度实现归母净利润同比增长分别63"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973132/index.phtml,sina,
2017-11-07,川财证券  ,300326,凯利泰  ,"
    亿帆医药(002019)、凯利秦(300326)、欧普康视(300595)、秦格医药(300347)、美年健康(002044)发布三季报,2017年前三季度实现归母净利润同比增长分别63"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973132/index.phtml,sina,
2017-11-07,川财证券  ,300347,泰格医药 ,"
    亿帆医药(002019)、凯利秦(300326)、欧普康视(300595)、秦格医药(300347)、美年健康(002044)发布三季报,2017年前三季度实现归母净利润同比增长分别63"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973132/index.phtml,sina,
2017-11-07,川财证券  ,300595,欧普康视 ,"
    亿帆医药(002019)、凯利秦(300326)、欧普康视(300595)、秦格医药(300347)、美年健康(002044)发布三季报,2017年前三季度实现归母净利润同比增长分别63"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973132/index.phtml,sina,
2017-11-07,国金证券  ,600487,亨通光电 ,"
    关注光纤光缆行业公司:5G投资带来光纤光缆景气度持续,重点关注亨通光电,中天科技"                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,600522,中天科技 ,"
    关注光纤光缆行业公司:5G投资带来光纤光缆景气度持续,重点关注亨通光电,中天科技"                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,600487,亨通光电 ,"然而,亨通光电等五大光纤光缆厂商认为CRU预测过于保守,中国市场受政策支持及5G需求推动,年复合增长率可达7"                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,600498,烽火通信 ,"
    关注主设备厂商:传输网投资带动主设备厂商盈利增长,重点关注中兴通讯、烽火通信"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,000063,中兴通讯 ,"
    关注主设备厂商:传输网投资带动主设备厂商盈利增长,重点关注中兴通讯、烽火通信"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,600498,烽火通信 ,"
    关注主设备厂商:传输网投资带动主设备厂商盈利增长,重点关注中兴通讯、烽火通信"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国金证券  ,000063,中兴通讯 ,"
    关注主设备厂商:传输网投资带动主设备厂商盈利增长,重点关注中兴通讯、烽火通信"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973122/index.phtml,sina,
2017-11-07,国海证券  ,600019,宝钢股份 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,600569,安阳钢铁 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,600782,新钢股份 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,000709,河钢股份 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,000898,鞍钢股份 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,000932,*ST华菱,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,国海证券  ,000959,首钢股份 ,重点推荐吨钢市值较小的*ST华菱、安阳钢铁、新钢股份和板材龙头企业宝钢股份、鞍钢股份、首钢股份和河钢股份                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973111/index.phtml,sina,
2017-11-07,广证恒生  ,600258,首旅酒店 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,广证恒生  ,600754,锦江股份 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,广证恒生  ,000978,桂林旅游 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,广证恒生  ,600258,首旅酒店 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,广证恒生  ,600754,锦江股份 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,广证恒生  ,000978,桂林旅游 ,"酒店业回暖势头明显,受益于并表因素的首旅酒店和锦江股份业绩增长亮眼;地方景区类企业桂林旅游归母净利润增速高达530%"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973106/index.phtml,sina,
2017-11-07,国信证券  ,600066,宇通客车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,600104,上汽集团 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,600418,江淮汽车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,000625,长安汽车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,002074,国轩高科 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,002594,比亚迪  ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,002812,创新股份 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,300014,亿纬锂能 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,300124,汇川技术 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,300457,赢合科技 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,600066,宇通客车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,600104,上汽集团 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,600418,江淮汽车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
2017-11-07,国信证券  ,000625,长安汽车 ,"持续重点推荐上游锂矿资源龙头;动力电池材料创新股份;三电主要推荐国轩高科、亿纬锂能、汇川技术等;锂电设备推荐赢合科技等;推荐新能源客车龙头宇通客车,乘用车领域关注上汽集团、比亚迪、江淮汽车以及长安汽车等"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973089/index.phtml,sina,
