2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,平安证券,002304,洋河股份,"推荐洋河股份:梦之蓝增长加速,次高端显王者风范",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,平安证券,002304,洋河股份,"推荐洋河股份:梦之蓝增长加速,次高端显王者风范",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,平安证券,002304,洋河股份,"推荐洋河股份:梦之蓝增长加速,次高端显王者风范",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,太平洋证券,300395,菲利华,"推荐菲利华深度报告:历史积淀成就石英玻璃龙头,技术优势助力三大高景气行业",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,太平洋证券,300395,菲利华,"推荐菲利华深度报告:历史积淀成就石英玻璃龙头,技术优势助力三大高景气行业",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,太平洋证券,000830,鲁西化工,"推荐鲁西化工:业绩再创新高,化工新材料龙头持续验证",webcache\20180129\webcache-20180302234731.html,sina,
2018-01-29,中信建投,600030,中信证券,"中信证券是2013年我国第一批试点场外衍生品业务股指期货品种的大型券商之一,未来公司在场外衍生品品种扩容中将具有先发经验优势与机构客户与高净值客户资源优势",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,中信建投,600030,中信证券,"我们预测中信证券2017年和2018年EPS分别为0.95元和1.15元,BVPS分别为12.41元和13.16元,维持“增持”评级",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,中信建投,600030,中信证券,"   
    行业集中度加速提升,龙头券商弱市中更显稳健   
    中信证券作为证券行业的领头羊,在强监管与结构性市场环境下,龙头优势显著:(1)2017年末,经纪业务股基交易额市占率5",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,中信建投,600030,中信证券,"   
    行业集中度加速提升,龙头券商弱市中更显稳健   
    中信证券作为证券行业的领头羊,在强监管与结构性市场环境下,龙头优势显著:(1)2017年末,经纪业务股基交易额市占率5",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,中信建投,600030,中信证券,"推荐中信证券:浮盈兑现,业绩略超预期",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,太平洋证券,300537,广信材料,"推荐广信材料:宏泰并表推升业绩,看好公司未来发展",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,光大证券,601012,隆基股份,"推荐隆基股份:业绩再超预期,龙头稳步扩张",webcache\20180129\webcache-20180302234732.html,sina,
2018-01-29,新时代证券,603096,新经典,"推荐新经典:归母净利润预增52%,畅销书出版龙头成长势头强劲,精品图书出版持续强势",webcache\20180129\webcache-20180302234733.html,sina,
2018-01-29,光大证券,600760,中航沈飞,"推荐中航沈飞:2017年业绩超预期,战机旗舰正式起航",webcache\20180129\webcache-20180302234733.html,sina,
2018-01-29,中信建投,300009,安科生物,"   
    盈利预测   
    安科生物是国内生物药和生物治疗领域领军企业,在生长激素、干扰素等多肽类生物药品上具有领先优势,同时公司布局生物类似药、CART免疫治疗技术、基因测序法医鉴定等高技术领域,未来发展前景良好",webcache\20180129\webcache-20180302234734.html,sina,
2018-01-29,中信建投,300009,安科生物,"   
    盈利预测   
    安科生物是国内生物药和生物治疗领域领军企业,在生长激素、干扰素等多肽类生物药品上具有领先优势,同时公司布局生物类似药、CART免疫治疗技术、基因测序法医鉴定等高技术领域,未来发展前景良好",webcache\20180129\webcache-20180302234734.html,sina,
2018-01-29,中信建投,300009,安科生物,"推荐安科生物:收购VEGF在研产品,生物创新药持续布局",webcache\20180129\webcache-20180302234734.html,sina,
2018-01-29,上海证券,300262,巴安水务,"推荐巴安水务:业绩预增55%-80%,接连中标超10亿项目",webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,开源证券,600740,山西焦化,此外还需关注西山煤电、山西焦化等具备国企改革、地方企业重组相关概念的上市公司,webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,开源证券,000983,西山煤电,此外还需关注西山煤电、山西焦化等具备国企改革、地方企业重组相关概念的上市公司,webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,开源证券,601088,中国神华,个股方面可关注低估值大型龙头企业中国神华、潞安环能等,webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,开源证券,601699,潞安环能,个股方面可关注低估值大型龙头企业中国神华、潞安环能等,webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,群益证券,600019,宝钢股份,"推荐宝钢股份:全年业绩增长超预期,盈利能力保持高位,维持“买入”建议",webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,群益证券,600019,宝钢股份,"推荐宝钢股份:全年业绩增长超预期,盈利能力保持高位,维持“买入”建议",webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,群益证券,600019,宝钢股份,"推荐宝钢股份:全年业绩增长超预期,盈利能力保持高位,维持“买入”建议",webcache\20180129\webcache-20180302234735.html,sina,
2018-01-29,国泰君安,600036,招商银行,"在配置层面我们认为应该把握的核心主线是边际改善最大且受金融去杠杆风险较小的银行,推荐:工商银行、招商银行、平安银行、南京银行、宁波银行",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,国泰君安,601009,南京银行,"在配置层面我们认为应该把握的核心主线是边际改善最大且受金融去杠杆风险较小的银行,推荐:工商银行、招商银行、平安银行、南京银行、宁波银行",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,国泰君安,601398,工商银行,"在配置层面我们认为应该把握的核心主线是边际改善最大且受金融去杠杆风险较小的银行,推荐:工商银行、招商银行、平安银行、南京银行、宁波银行",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,国泰君安,000001,平安银行,"在配置层面我们认为应该把握的核心主线是边际改善最大且受金融去杠杆风险较小的银行,推荐:工商银行、招商银行、平安银行、南京银行、宁波银行",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,国泰君安,002142,宁波银行,"在配置层面我们认为应该把握的核心主线是边际改善最大且受金融去杠杆风险较小的银行,推荐:工商银行、招商银行、平安银行、南京银行、宁波银行",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,国泰君安,601939,建设银行,受益:建设银行,webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600196,复星医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600521,华海药业,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,601607,上海医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000756,新华制药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000963,华东医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,002294,信立泰,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600196,复星医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600521,华海药业,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,601607,上海医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000756,新华制药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000963,华东医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,002294,信立泰,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600196,复星医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600521,华海药业,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,601607,上海医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000756,新华制药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000963,华东医药,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,002294,信立泰,"重点推荐标的:华海药业(600521)、信立泰(002294)、华东医药(000963),关注上海医药(601607)、复星医药(600196)、新华制药(000756);4)消费升级及高端消费,推动品牌中药需求持续增长",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,002044,美年健康,重点推荐标的:美年健康(002044)、爱尔眼科(300015),webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,300015,爱尔眼科,重点推荐标的:美年健康(002044)、爱尔眼科(300015),webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600276,恒瑞医药,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600789,鲁抗医药,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000661,长春高新,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,300009,安科生物,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,300122,智飞生物,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,300601,康泰生物,"重点推荐标的:药品领域的恒瑞医药(600276)、长春高新(000661)、安科生物(300009);疫苗领域的智飞生物(300122)、康泰生物(300601;2)随着供给侧改革推进,政策对兽用抗菌药的管理趋严,在产企业迎来量价齐升的机会,看好鲁抗医药(600789);3)一致性评价进入收获期,药品供给侧改革利好龙头",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600436,片仔癀,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000423,东阿阿胶,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000538,云南白药,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600436,片仔癀,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000423,东阿阿胶,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,000538,云南白药,"重点推荐标的:片仔癀(600436)、云南白药(000538),关注东阿阿胶(000423);5)医改政策大力支持社会办医,民营医疗服务业务高速放量",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600436,片仔癀,"推荐医药行业周报:看好创新药、供给侧改革、消费升级,重点推荐智飞生物、鲁抗医药、片仔癀等",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,600789,鲁抗医药,"推荐医药行业周报:看好创新药、供给侧改革、消费升级,重点推荐智飞生物、鲁抗医药、片仔癀等",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,西南证券,300122,智飞生物,"推荐医药行业周报:看好创新药、供给侧改革、消费升级,重点推荐智飞生物、鲁抗医药、片仔癀等",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,安信证券,601099,太平洋,"分析4季度业绩,我们认为酒类业务收入有望延续前三季度态势,继续保持20%以上增长(1-6月酒类业务收入增长17.97%;1-9月酒类业务收入增长20.02%),太平洋药业股权3季度出售以后,4季度营业收入影响偏负面",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,东吴证券,600760,中航沈飞,"我们看好中航沈飞长期发展前景,建议长期关注,给予增持评级",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,东吴证券,600760,中航沈飞,"我们看好中航沈飞长期发展前景,建议长期关注,给予增持评级",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,东吴证券,600760,中航沈飞,"推荐中航沈飞:沈飞集团经营状况良好,看好公司长期发展前景",webcache\20180129\webcache-20180302234736.html,sina,
2018-01-29,开源证券,600426,华鲁恒升,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600486,扬农化工,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,000703,恒逸石化,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,002001,新和成,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,300398,飞凯材料,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600426,华鲁恒升,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600486,扬农化工,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,000703,恒逸石化,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,002001,新和成,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,300398,飞凯材料,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600426,华鲁恒升,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600486,扬农化工,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,000703,恒逸石化,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,002001,新和成,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,300398,飞凯材料,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600426,华鲁恒升,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,600486,扬农化工,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,000703,恒逸石化,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,002001,新和成,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,开源证券,300398,飞凯材料,"   
    重点公司推荐关注:华鲁恒升(主要产品价格上涨、成本优势)、扬农化工(环保高压、麦草畏放量)、恒逸石化(PTA 全产业链布局、油价成本支撑)、飞凯材料(估值合理,电子化学品空间广阔)、新和成(VA 价格高位)",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,太平洋证券,300059,东方财富,"推荐东方财富:互联网成本优势显现,成长趋势良好",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,太平洋证券,300059,东方财富,"推荐东方财富:互联网成本优势显现,成长趋势良好",webcache\20180129\webcache-20180302234737.html,sina,
2018-01-29,太平洋证券,601233,桐昆股份,"推荐桐昆股份:业绩靓丽符合预期,预计未来持续高增长",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,太平洋证券,601233,桐昆股份,"推荐桐昆股份:业绩靓丽符合预期,预计未来持续高增长",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,太平洋证券,300558,贝达药业,"推荐贝达药业:艾德生物液体活检获批,埃克替尼为最大受益靶向药",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,太平洋证券,300685,艾德生物,"推荐贝达药业:艾德生物液体活检获批,埃克替尼为最大受益靶向药",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,太平洋证券,300558,贝达药业,"推荐贝达药业:艾德生物液体活检获批,埃克替尼为最大受益靶向药",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,太平洋证券,300685,艾德生物,"推荐贝达药业:艾德生物液体活检获批,埃克替尼为最大受益靶向药",webcache\20180129\webcache-20180302234738.html,sina,
2018-01-29,光大证券,600581,八一钢铁,"推荐八一钢铁:2017年净利同比增长3036%,集团资产注入继续推进",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,光大证券,600581,八一钢铁,"推荐八一钢铁:2017年净利同比增长3036%,集团资产注入继续推进",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,联讯证券,300426,唐德影视,"推荐唐德影视:低估值的细分市场领导者,精品剧制作龙头",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,广发证券,002555,三七互娱,"   
    2、三七互娱是具有强平台属性和用户价值深度挖掘的领先互娱公司,围绕IP稳步推进“平台化、全球化、泛娱乐化”战略;公司研发+发行一体化,在游戏市场不断深耕、沉淀,逐渐成为具有强竞争力和较高壁垒的游戏公司,同时在泛娱乐领域前瞻布局,持续挖掘多元化协同业务",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,广发证券,002555,三七互娱,"推荐三七互娱深度研究:A股游戏龙头,深化平台化、全球化、泛娱乐化",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,国金证券,000711,京蓝科技,"推荐京蓝科技:优质成长标的,低估值订单充足",webcache\20180129\webcache-20180302234739.html,sina,
2018-01-29,东北证券,601888,中国国旅,(2)免税:继续推荐中国国旅,webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,300144,宋城演艺,"宋城演艺:未来成长确定性强,异地复制项目陆续落地增厚业绩,轻资产扩张多点开花接力成长,建议关注",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,300178,腾邦国际,"腾邦国际:预计2017年度实现归母净利润25,851.91-31,200.58万元,同比增长45%-75%,其中非经常性损益约7100万元",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,600258,首旅酒店,推荐锦江股份、首旅酒店,webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,600754,锦江股份,推荐锦江股份、首旅酒店,webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,600138,中青旅,"(3)景区:估值接近历史底部,推荐宋城演艺、中青旅",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,300144,宋城演艺,"(3)景区:估值接近历史底部,推荐宋城演艺、中青旅",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,600138,中青旅,"中青旅:股权划转迎来估值提振,乌镇、古北客流持续增长、乌镇门票提价、遨游网减亏多重利好,建议关注",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,东北证券,600138,中青旅,"中青旅:股权划转迎来估值提振,乌镇、古北客流持续增长、乌镇门票提价、遨游网减亏多重利好,建议关注",webcache\20180129\webcache-20180302234744.html,sina,
2018-01-29,申万宏源,601997,贵阳银行,"规模扩张驱动净利息收入快速增长,17年前三季度贵阳银行净利息收入同比增32.4%,占总营收比重达87.5%",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,申万宏源,601997,贵阳银行,"   
    贵阳银行受益于区域经济和金融需求快速增长,规模驱动业绩高增长趋势延续,同时资产质量持续好转,继续看好未来高成长性",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,申万宏源,601997,贵阳银行,"   
    贵阳银行受益于区域经济和金融需求快速增长,规模驱动业绩高增长趋势延续,同时资产质量持续好转,继续看好未来高成长性",webcache\20180129\webcache-20180302234746.html,sina,
