2017-11-22,天风证券    ,002626,金达威  ,"成本方面内蒙古金达威在能源、原料、运输等成本优势明显,市占率有望持续提升"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3994249/index.phtml,sina,
2017-11-22,西南证券    ,002762,金发拉比 ,推荐金发拉比:可转债助力服饰、洗护产品快速增长                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993278/index.phtml,sina,
2017-11-22,天风证券    ,002241,歌尔股份 ,"推荐歌尔股份:声学份额进一步提升,智能硬件新品贡献弹性"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993264/index.phtml,sina,
2017-11-22,安信证券    ,300130,新国都  ,"推荐新国都:拟收购嘉联支付,全产业链打造支付生态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993261/index.phtml,sina,
2017-11-22,平安证券    ,000826,启迪桑德 ,"启迪桑德依托原有固废和水务业务于2013年进入环卫领域,载至2017年三季度末,公司环卫累计合同额约280亿元,年化金额约20亿元,在业内处于遥遥领先地位"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993258/index.phtml,sina,
2017-11-22,平安证券    ,000826,启迪桑德 ,"推荐启迪桑德:十五载春秋“厉兵秣马”,看今朝桑德“独领风骚”"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993258/index.phtml,sina,
2017-11-22,国泰君安    ,600674,川投能源 ,"推荐川投能源:生而不凡雅砻江,全球稀缺大水电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993254/index.phtml,sina,
2017-11-22,渤海证券    ,002334,英威腾  ,"
    英威腾致力于成为全球领先的工业自动化和能源电力领域的产品和服务提供者"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993251/index.phtml,sina,
2017-11-22,渤海证券    ,002334,英威腾  ,"借助创新联盟的合作优势,预计英威腾的新能源汽车业务将持续增长,为公司业绩提供支撑"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993251/index.phtml,sina,
2017-11-22,渤海证券    ,002334,英威腾  ,"借助创新联盟的合作优势,预计英威腾的新能源汽车业务将持续增长,为公司业绩提供支撑"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993251/index.phtml,sina,
2017-11-22,渤海证券    ,002334,英威腾  ,"推荐英威腾调研报告:主营业务多点开花,业绩高速增长可期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993251/index.phtml,sina,
2017-11-22,渤海证券    ,002334,英威腾  ,"推荐英威腾调研报告:主营业务多点开花,业绩高速增长可期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993251/index.phtml,sina,
2017-11-22,国信证券    ,600584,长电科技 ,"随着星科金朋和长电科技优势互补协同作战,星科金朋战略价值正在逐步体现"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993233/index.phtml,sina,
2017-11-22,国信证券    ,600584,长电科技 ,推荐长电科技:整合曙光初现、封测龙头开启新征程                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993233/index.phtml,sina,
2017-11-22,西南证券    ,002460,赣锋锂业 ,"考虑未来几年锂资源仍具备稀缺属性,给予一定估值溢价,给予2018年35倍估值(可比公司估值方面,按照wind一致预期,赣锋锂业2017年38倍估值和天齐锂业2017年32倍估值),对应目标价17.2元,维持“买入”评级"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993211/index.phtml,sina,
2017-11-22,西南证券    ,002466,天齐锂业 ,"考虑未来几年锂资源仍具备稀缺属性,给予一定估值溢价,给予2018年35倍估值(可比公司估值方面,按照wind一致预期,赣锋锂业2017年38倍估值和天齐锂业2017年32倍估值),对应目标价17.2元,维持“买入”评级"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993211/index.phtml,sina,
2017-11-22,西南证券    ,002497,雅化集团 ,推荐雅化集团:锂盐产能大幅扩张、坐享行业景气周期                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993211/index.phtml,sina,
2017-11-22,安信证券    ,603730,岱美股份 ,"推荐岱美股份:筹划股权激励,绑定核心成员利益"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993195/index.phtml,sina,
2017-11-22,信达证券    ,600525,长园集团 ,"
    今日披露,大股东增持标的股票有中国宝安、华闻传媒、长城影视等6只,大股东减持标的股票有长园集团等2只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993186/index.phtml,sina,
2017-11-22,信达证券    ,000009,中国宝安 ,"
    今日披露,大股东增持标的股票有中国宝安、华闻传媒、长城影视等6只,大股东减持标的股票有长园集团等2只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993186/index.phtml,sina,
2017-11-22,信达证券    ,000793,华闻传媒 ,"
    今日披露,大股东增持标的股票有中国宝安、华闻传媒、长城影视等6只,大股东减持标的股票有长园集团等2只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993186/index.phtml,sina,
2017-11-22,信达证券    ,002071,长城影视 ,"
    今日披露,大股东增持标的股票有中国宝安、华闻传媒、长城影视等6只,大股东减持标的股票有长园集团等2只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993186/index.phtml,sina,
2017-11-22,信达证券    ,002310,东方园林 ,"
    事件投资组合操作今日建仓股票:东方园林(大股东增持)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993179/index.phtml,sina,
2017-11-22,信达证券    ,000046,泛海控股 ,"
    今日披露,大股东增持标的股票有泛海控股、东方园林、棕榈股份等7只,大股东减持标的股票有棕榈股份等3只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993179/index.phtml,sina,
2017-11-22,信达证券    ,002310,东方园林 ,"
    今日披露,大股东增持标的股票有泛海控股、东方园林、棕榈股份等7只,大股东减持标的股票有棕榈股份等3只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993179/index.phtml,sina,
2017-11-22,信达证券    ,002431,棕榈股份 ,"
    今日披露,大股东增持标的股票有泛海控股、东方园林、棕榈股份等7只,大股东减持标的股票有棕榈股份等3只"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993179/index.phtml,sina,
2017-11-22,东吴证券    ,603728,鸣志电器 ,"推荐鸣志电器:全球控制电机领先者,资源整合能力出色,产销研完美结合"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993170/index.phtml,sina,
2017-11-22,东吴证券    ,603728,鸣志电器 ,"推荐鸣志电器:全球控制电机领先者,资源整合能力出色,产销研完美结合"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993170/index.phtml,sina,
2017-11-22,广证恒生    ,002019,亿帆医药 ,"
    2)受益一致性评价政策及新进医保目录品种放量:信立泰(002294),亿帆医药(002019),京新药业(002020),海思科(002653)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993163/index.phtml,sina,
2017-11-22,广证恒生    ,002020,京新药业 ,"
    2)受益一致性评价政策及新进医保目录品种放量:信立泰(002294),亿帆医药(002019),京新药业(002020),海思科(002653)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993163/index.phtml,sina,
2017-11-22,广证恒生    ,002294,信立泰  ,"
    2)受益一致性评价政策及新进医保目录品种放量:信立泰(002294),亿帆医药(002019),京新药业(002020),海思科(002653)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993163/index.phtml,sina,
2017-11-22,广证恒生    ,002653,海思科  ,"
    2)受益一致性评价政策及新进医保目录品种放量:信立泰(002294),亿帆医药(002019),京新药业(002020),海思科(002653)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993163/index.phtml,sina,
2017-11-22,东北证券    ,603888,新华网  ,"上周新华网对茅台等前期涨幅过大的蓝筹股的风险提示短期内可能会使得各板块价值蓝筹均有所承压,但是目前板块内价值品种估值提升的核心逻辑并未改变,即在目前的市场风格中,价值和基本面依然是投资的核心逻辑,市场持续关注企业盈利以及内生增长,重视安全边际,低估值的价值蓝筹保持相对强势"                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993161/index.phtml,sina,
2017-11-22,东北证券    ,603888,新华网  ,"上周新华网对茅台等前期涨幅过大的蓝筹股的风险提示短期内可能会使得各板块价值蓝筹均有所承压,但是目前板块内价值品种估值提升的核心逻辑并未改变,即在目前的市场风格中,价值和基本面依然是投资的核心逻辑,市场持续关注企业盈利以及内生增长,重视安全边际,低估值的价值蓝筹保持相对强势"                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993161/index.phtml,sina,
2017-11-22,中信建投    ,600546,山煤国际 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,601225,陕西煤业 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,601699,潞安环能 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,000933,神火股份 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,000983,西山煤电 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,600546,山煤国际 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,601225,陕西煤业 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,601699,潞安环能 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,000933,神火股份 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,中信建投    ,000983,西山煤电 ,"在此背景下,股票方面我们持续推荐业绩释放充分的低估值龙头:陕西煤业、潞安环能、神火股份;山西国改主题推荐:山煤国际、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993159/index.phtml,sina,
2017-11-22,上海证券    ,600661,新南洋  ,"建议关注教育培训细分赛道具有龙头地位的个股,如开元股份、百洋股份、新南洋"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993145/index.phtml,sina,
2017-11-22,上海证券    ,002696,百洋股份 ,"建议关注教育培训细分赛道具有龙头地位的个股,如开元股份、百洋股份、新南洋"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993145/index.phtml,sina,
2017-11-22,上海证券    ,300338,开元股份 ,"建议关注教育培训细分赛道具有龙头地位的个股,如开元股份、百洋股份、新南洋"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993145/index.phtml,sina,
2017-11-22,上海证券    ,002230,科大讯飞 ,"教育板块个股方面,上周股价上涨的仅有科大讯飞(15"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993145/index.phtml,sina,
2017-11-22,广证恒生    ,603387,基蛋生物 ,"按照该分析逻辑,推荐我国POCT领域的优秀公司基蛋生物(603387.SH)及璟泓科技(430222.OC)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993131/index.phtml,sina,
2017-11-22,国海证券    ,000591,太阳能  ,"此外,公司高度重视研发,2017年上半年研发费用占营收比重为9.37%,大幅领先国内竞争对手;目前在研项目包括背结式太阳能电池组件自动化生产线、高效层压机、3200 片/小时光伏电池片自动串焊机等产品,充分彰显深厚技术底蕴"                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993129/index.phtml,sina,
2017-11-22,国海证券    ,603396,金辰股份 ,"推荐金辰股份动态研究:光伏组件需求旺盛,公司业绩有望持续增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993129/index.phtml,sina,
2017-11-22,国海证券    ,603396,金辰股份 ,"推荐金辰股份动态研究:光伏组件需求旺盛,公司业绩有望持续增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993129/index.phtml,sina,
2017-11-22,华金证券    ,600933,爱柯迪  ,"
    上周新增上市公司:上周新增上市公司共9家,分别是大业股份(国内规模最大的胎圈钢丝制造企业)、乐惠国际(全球少数具备啤酒整厂交钥匙能力的供应商之一)、怡达股份(国内领先醇醚企业)、珀莱雅(产品覆盖护肤品、彩妆、清洁洗护、香薰等化妆品领域)、盘龙药业(中成药的研发、生产和销售)、一品红(自有药品的研发、生产和销售及代理药品的销售)、中农立华(国内农药流通领域的领军企业)、中曼石油(以钻井工程为核心业务,带动钻机装备制造业务协调同步发展的油服公司)、爱柯迪(从事汽车铝合金精密压铸件的研发、生产及销售)"                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993127/index.phtml,sina,
2017-11-22,华金证券    ,603076,乐惠国际 ,"
    上周新增上市公司:上周新增上市公司共9家,分别是大业股份(国内规模最大的胎圈钢丝制造企业)、乐惠国际(全球少数具备啤酒整厂交钥匙能力的供应商之一)、怡达股份(国内领先醇醚企业)、珀莱雅(产品覆盖护肤品、彩妆、清洁洗护、香薰等化妆品领域)、盘龙药业(中成药的研发、生产和销售)、一品红(自有药品的研发、生产和销售及代理药品的销售)、中农立华(国内农药流通领域的领军企业)、中曼石油(以钻井工程为核心业务,带动钻机装备制造业务协调同步发展的油服公司)、爱柯迪(从事汽车铝合金精密压铸件的研发、生产及销售)"                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993127/index.phtml,sina,
2017-11-22,华金证券    ,603278,大业股份 ,"
    上周新增上市公司:上周新增上市公司共9家,分别是大业股份(国内规模最大的胎圈钢丝制造企业)、乐惠国际(全球少数具备啤酒整厂交钥匙能力的供应商之一)、怡达股份(国内领先醇醚企业)、珀莱雅(产品覆盖护肤品、彩妆、清洁洗护、香薰等化妆品领域)、盘龙药业(中成药的研发、生产和销售)、一品红(自有药品的研发、生产和销售及代理药品的销售)、中农立华(国内农药流通领域的领军企业)、中曼石油(以钻井工程为核心业务,带动钻机装备制造业务协调同步发展的油服公司)、爱柯迪(从事汽车铝合金精密压铸件的研发、生产及销售)"                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993127/index.phtml,sina,
2017-11-22,华金证券    ,603605,珀莱雅  ,"
    上周新增上市公司:上周新增上市公司共9家,分别是大业股份(国内规模最大的胎圈钢丝制造企业)、乐惠国际(全球少数具备啤酒整厂交钥匙能力的供应商之一)、怡达股份(国内领先醇醚企业)、珀莱雅(产品覆盖护肤品、彩妆、清洁洗护、香薰等化妆品领域)、盘龙药业(中成药的研发、生产和销售)、一品红(自有药品的研发、生产和销售及代理药品的销售)、中农立华(国内农药流通领域的领军企业)、中曼石油(以钻井工程为核心业务,带动钻机装备制造业务协调同步发展的油服公司)、爱柯迪(从事汽车铝合金精密压铸件的研发、生产及销售)"                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993127/index.phtml,sina,
