2018-02-24,兴业证券,000661,长春高新,"长春高新(000661)业绩符合预期,未来有望持续较快增长-180209",webcache\20180225\webcache-20180302224156.html,51pdf,
2018-02-24,新时代证券,601888,中国国旅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,000404,华意压缩,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,000708,大冶特钢,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002118,紫鑫药业,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002252,上海莱士,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002399,海普瑞,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002414,高德红外,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002470,金正大,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002501,利源精制,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,300065,海兰信,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600027,华电国际,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600107,美尔雅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600382,广东明珠,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600433,冠豪高新,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600588,用友网络,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600609,金杯汽车,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600661,新南洋,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600771,广誉远,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,600886,国投电力,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,601788,光大证券,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,601888,中国国旅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,000404,华意压缩,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,000708,大冶特钢,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002118,紫鑫药业,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002252,上海莱士,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002399,海普瑞,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002414,高德红外,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002470,金正大,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,002501,利源精制,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,新时代证券,300065,海兰信,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231817.html,sina,
2018-02-24,太平洋证券,002245,澳洋顺昌,"推荐澳洋顺昌:LED高增长,锂电池超预期",webcache\20180224\webcache-20180302231818.html,sina,
2018-02-24,太平洋证券,002245,澳洋顺昌,"推荐澳洋顺昌:LED高增长,锂电池超预期",webcache\20180224\webcache-20180302231818.html,sina,
2018-02-24,申万宏源,000636,风华高科,"公司纸质载带下游客户如三星、国巨、村田、风华高科等均是MLCC的主要生产商,存在天然的客户优势",webcache\20180224\webcache-20180302231818.html,sina,
2018-02-24,申万宏源,002859,洁美科技,"推荐洁美科技掘金小龙头系列:纸质载带龙头携优势再出发,横纵向扩张打造电子产业隐形冠军",webcache\20180224\webcache-20180302231818.html,sina,
2018-02-24,申万宏源,002859,洁美科技,"推荐洁美科技掘金小龙头系列:纸质载带龙头携优势再出发,横纵向扩张打造电子产业隐形冠军",webcache\20180224\webcache-20180302231818.html,sina,
2018-02-24,山西证券,600027,华电国际,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600107,美尔雅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600382,广东明珠,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600433,冠豪高新,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600588,用友网络,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600609,金杯汽车,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600661,新南洋,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600771,广誉远,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600886,国投电力,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,601788,光大证券,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,601888,中国国旅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,000404,华意压缩,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,000708,大冶特钢,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002118,紫鑫药业,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002252,上海莱士,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002399,海普瑞,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002414,高德红外,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002470,金正大,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002501,利源精制,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,300065,海兰信,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600027,华电国际,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600107,美尔雅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600382,广东明珠,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600433,冠豪高新,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600588,用友网络,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600609,金杯汽车,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600661,新南洋,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600771,广誉远,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,600886,国投电力,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,601788,光大证券,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
