2018-02-12,长江证券,002024,苏宁易购,苏宁易购(002024)拟回购股份实施股权激励，彰显长期发展信心-180212,http://www.51pdf.com.cn/report_gg_p96/,51pdf,
2018-02-12,天风证券,002271,东方雨虹,"   
    消费建材具备地产后周期属性,我们认为细分龙头有望淡化周期,业绩增长稳定,建议关注石膏板龙头北新建材、管材龙头伟星新材、防水材料龙头东方雨虹等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096177/index.phtml,sina,
2018-02-12,天风证券,002372,伟星新材,"   
    消费建材具备地产后周期属性,我们认为细分龙头有望淡化周期,业绩增长稳定,建议关注石膏板龙头北新建材、管材龙头伟星新材、防水材料龙头东方雨虹等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096177/index.phtml,sina,
2018-02-12,天风证券,002080,中材科技,"   
    全年看好玻纤行业,全球经济惯性复苏带动海外需求回暖,风电叶片随着国内风电装机容量提升带动业绩,玻纤提价带来的业绩弹性值得期待,建议关注中材科技",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096177/index.phtml,sina,
2018-02-12,东北证券,600507,方大特钢,推荐方大特钢:高盈利、高分红钢铁蓝筹,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096169/index.phtml,sina,
2018-02-12,国海证券,600028,中国石化,"国际原油价格大幅回落,本周布伦特原油累计下跌超过4美元/桶,跌幅超6%,主要原因是美国原油钻机数量和产量大增带来供应端的压力,但我们仍然维持布伦特油价全年在58-75美元/桶运行的中油价观点,推荐全球炼油炼化巨头中国石化:中油价下公司上游扭亏为盈,炼化利润较可观,预计2018PE不到8.77倍,PB仅0.98倍,相对于埃克森美孚、壳牌石油和英国石油等公司具有明显的估值优势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,600028,中国石化,"国际原油价格大幅回落,本周布伦特原油累计下跌超过4美元/桶,跌幅超6%,主要原因是美国原油钻机数量和产量大增带来供应端的压力,但我们仍然维持布伦特油价全年在58-75美元/桶运行的中油价观点,推荐全球炼油炼化巨头中国石化:中油价下公司上游扭亏为盈,炼化利润较可观,预计2018PE不到8.77倍,PB仅0.98倍,相对于埃克森美孚、壳牌石油和英国石油等公司具有明显的估值优势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,600309,万华化学,"重点推荐万华化学和鲁西化工,前者以MDI为主,布局100万吨乙烯产业链;后者煤、盐、氟、硅、石化协同发展,聚碳酸酯和甲酸二期项目供需业绩增量",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,000830,鲁西化工,"重点推荐万华化学和鲁西化工,前者以MDI为主,布局100万吨乙烯产业链;后者煤、盐、氟、硅、石化协同发展,聚碳酸酯和甲酸二期项目供需业绩增量",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,002258,利尔化学,"推荐利尔化学和金禾实业,前者受益草铵膦量价齐升,后者不断加码三氯蔗糖等甜味剂产能,此外拟投资22.5亿元布局循环经济产业园,加快产业链一体化",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,002597,金禾实业,"推荐利尔化学和金禾实业,前者受益草铵膦量价齐升,后者不断加码三氯蔗糖等甜味剂产能,此外拟投资22.5亿元布局循环经济产业园,加快产业链一体化",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,002258,利尔化学,"推荐利尔化学和金禾实业,前者受益草铵膦量价齐升,后者不断加码三氯蔗糖等甜味剂产能,此外拟投资22.5亿元布局循环经济产业园,加快产业链一体化",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,002597,金禾实业,"推荐利尔化学和金禾实业,前者受益草铵膦量价齐升,后者不断加码三氯蔗糖等甜味剂产能,此外拟投资22.5亿元布局循环经济产业园,加快产业链一体化",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,600028,中国石化,"   
    中国石化(600028):行业巨头,中油价下受益明显",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,002597,金禾实业,"   
    金禾实业(002597):甜味剂行业龙头,传统化工业绩高增长公司业绩弹性进一步扩大",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096125/index.phtml,sina,
2018-02-12,国海证券,000816,智慧农业,"从主题上看,仅有智慧农业、绿色节能照明、保底增持等主题周跌幅小于4%,而染料、次新股、粤港澳自贸区等主题周跌幅分别为14",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096105/index.phtml,sina,
2018-02-12,东吴证券,002456,欧菲科技,"另外舜宇光学、瑞声科技、欧菲科技、丘钛科技和信利都有相应储备,将受益安卓阵营的3D sensing 爆发",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096093/index.phtml,sina,
2018-02-12,天风证券,600028,中国石化,"石化行业部分公司已经出现相当好风险收益比,包括中国石化(当前PB=1.08,分红收益率预计4~5%,未来几年的现金奶牛);桐昆股份(市值仅283亿,已经接近聚酯业务的安全边际,大炼化预期已经基本被挤掉);海油工程(当前PB=1.18,2018年受益中海油资本开支增加,以及气荒带来的天然气基础设施投资增加)   
    2.原油:双重因素致油价大跌,年内看多观点不变   
    大跌的原因:上周多重因素致油价大跌",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096075/index.phtml,sina,
2018-02-12,天风证券,600583,海油工程,"石化行业部分公司已经出现相当好风险收益比,包括中国石化(当前PB=1.08,分红收益率预计4~5%,未来几年的现金奶牛);桐昆股份(市值仅283亿,已经接近聚酯业务的安全边际,大炼化预期已经基本被挤掉);海油工程(当前PB=1.18,2018年受益中海油资本开支增加,以及气荒带来的天然气基础设施投资增加)   
    2.原油:双重因素致油价大跌,年内看多观点不变   
    大跌的原因:上周多重因素致油价大跌",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096075/index.phtml,sina,
2018-02-12,天风证券,601233,桐昆股份,"石化行业部分公司已经出现相当好风险收益比,包括中国石化(当前PB=1.08,分红收益率预计4~5%,未来几年的现金奶牛);桐昆股份(市值仅283亿,已经接近聚酯业务的安全边际,大炼化预期已经基本被挤掉);海油工程(当前PB=1.18,2018年受益中海油资本开支增加,以及气荒带来的天然气基础设施投资增加)   
    2.原油:双重因素致油价大跌,年内看多观点不变   
    大跌的原因:上周多重因素致油价大跌",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096075/index.phtml,sina,
2018-02-12,天风证券,600031,三一重工,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,601100,恒立液压,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603338,浙江鼎力,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,000425,徐工机械,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600031,三一重工,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,601100,恒立液压,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603338,浙江鼎力,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,000425,徐工机械,"重点推荐:三一重工、恒立液压、浙江鼎力,关注徐工机械",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603659,璞泰来,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300340,科恒股份,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300450,先导智能,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300457,赢合科技,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300532,今天国际,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300648,星云股份,"重点标的:先导智能、科恒股份、赢合科技,其他受益标的包括:璞泰来、星云股份、今天国际等",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600031,三一重工,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600172,黄河旋风,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600583,海油工程,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600984,建设机械,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,601100,恒立液压,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,601766,中国中车,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603111,康尼机电,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603337,杰克股份,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603338,浙江鼎力,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603579,荣泰健康,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603619,中曼石油,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,000039,中集集团,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,000425,徐工机械,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002009,天奇股份,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002353,杰瑞股份,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002366,台海核电,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002685,华东重机,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002833,弘亚数控,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300316,晶盛机电,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300340,科恒股份,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300415,伊之密,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300450,先导智能,"核心组合:三一重工、中集集团、中国中车、浙江鼎力、先导智能、晶盛机电、海油工程、天奇股份   
    重点组合:杰克股份、弘亚数控、恒立液压、伊之密、康尼机电、荣泰健康、杰瑞股份、黄河旋风、科恒股份、中曼石油、台海核电、华东重机、徐工机械、建设机械、海天国际、中国通号   
    工程机械:挖掘机1月销量超1万台、同比增长135%基本符合预期,我们预计Q1增速预计有望达到25%,主要需求仍为设备更新周期到来、基建开工量维持高位和大宗商品采掘需求旺盛",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,600579,天华院,"(3)汽车轻量化在新能源车上需求尤其明显:我们看好轻合金和高强塑料、复合材料的应用,国产设备近年来陆续取得进展,不断获得上汽、吉利、广汽等主流车企的认可并开展联合研发,重点标的:伊之密和海源机械,关注:海天国际、天华院、泰瑞机器",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,603289,泰瑞机器,"(3)汽车轻量化在新能源车上需求尤其明显:我们看好轻合金和高强塑料、复合材料的应用,国产设备近年来陆续取得进展,不断获得上汽、吉利、广汽等主流车企的认可并开展联合研发,重点标的:伊之密和海源机械,关注:海天国际、天华院、泰瑞机器",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,002529,海源机械,"(3)汽车轻量化在新能源车上需求尤其明显:我们看好轻合金和高强塑料、复合材料的应用,国产设备近年来陆续取得进展,不断获得上汽、吉利、广汽等主流车企的认可并开展联合研发,重点标的:伊之密和海源机械,关注:海天国际、天华院、泰瑞机器",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,天风证券,300415,伊之密,"(3)汽车轻量化在新能源车上需求尤其明显:我们看好轻合金和高强塑料、复合材料的应用,国产设备近年来陆续取得进展,不断获得上汽、吉利、广汽等主流车企的认可并开展联合研发,重点标的:伊之密和海源机械,关注:海天国际、天华院、泰瑞机器",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096069/index.phtml,sina,
2018-02-12,国泰君安,600038,中直股份,"   
    投资主线:1)超跌成长白马:推荐中直股份、四创电子、杰赛科技,航天电器、中航光电、中航飞机、中航沈飞、航发动力、内蒙一机受益;2)优质民参军:推荐菲利华、苏试试验、金信诺,火炬电子受益",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096047/index.phtml,sina,
2018-02-12,国泰君安,600760,中航沈飞,"   
    投资主线:1)超跌成长白马:推荐中直股份、四创电子、杰赛科技,航天电器、中航光电、中航飞机、中航沈飞、航发动力、内蒙一机受益;2)优质民参军:推荐菲利华、苏试试验、金信诺,火炬电子受益",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096047/index.phtml,sina,
2018-02-12,国泰君安,600893,航发动力,"   
    投资主线:1)超跌成长白马:推荐中直股份、四创电子、杰赛科技,航天电器、中航光电、中航飞机、中航沈飞、航发动力、内蒙一机受益;2)优质民参军:推荐菲利华、苏试试验、金信诺,火炬电子受益",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096047/index.phtml,sina,
