2017-11-21,东北证券,300024,机器人,推荐行业:自动化行业(系统集成和机器人)+高空作业平台,webcache\20171121\webcache-20180303013316.html,sina,
2017-11-21,天风证券,002044,美年健康,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,300122,智飞生物,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,300401,花园生物,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,300633,开立医疗,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,600055,万东医疗,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,600436,片仔癀,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,600518,康美药业,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,600572,康恩贝,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,600867,通化东宝,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,603658,安图生物,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,002001,新和成,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,002044,美年健康,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,300122,智飞生物,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
2017-11-21,天风证券,300401,花园生物,"个股逻辑:万东医疗(万东产品+渠道+远程读片,美年健康、阿里等优秀伙伴入驻,导流和补足技术短板,看好万东独特的优势和布局,通过分部估值我们预计万东2018年市值可给予137亿估值)、康美药业(中药饮片业务有望在智慧药房的拉动下持续高增长,药品贸易在持续拓展医院终端的举措下有望保持快速增长,大股东及高管增持显信心,股权激励促发展,我们看好公司中药产业链、供应链服务及大健康领域的全面发展)、安图生物(快速增长来源于内生加外延,尤其化学发光产品增长迅速,三季度深度布局河北和杭州渠道,以增加当地终端的粘性)、开立医疗(新产品彩超强势进入高端市场,抢夺进口品牌份额,逐步形成品牌效应,带动中端产品销售,此外在2016年底推出高端内窥镜,市场反响良好,预计2017-2019年复合增长在60%以上,有望成为未来业绩新增长点)、通化东宝(二代胰岛素稳健快速增长,10月份以来公司先后获得甘精胰岛素报产受理、地特胰岛素获批临床、重组人胰岛素获得欧盟Ⅲ期临床试验批准、重组赖脯胰岛素申报临床获得受理以及此次的利拉鲁肽申报临床受理,公司在糖尿病领域的研发布局加速向前推进,未来公司打造的糖尿病综合解决方案提供商已初现雏形)、片仔癀(今年以来片仔癀系列持续放量增长,继续发力营销改革,日化稳健表现,牙膏市场推广持续深入,稀缺性价值品种,步入快速发展通道)、智飞生物(公司代理的默沙东四价重磅HPV疫苗已获批签发,正式上市销售,独家品种AC-hib推动公司业绩高增长,截至目前公司自主研发项目超过20项,具备丰富的研发储备)、花园生物(维生素D3龙头,短中期看好花园生物的维生素D3提价持续性,长期看好25-羟基维生素D3和全活性维生素D3制剂)、新和成(受BASF柠檬酸醛工厂事件影响,VA、VE价格持续走高,随着公司新产品产能不断释放,公司成长性凸显,维生素周期性弱化,业绩和估值均有望持续提升)、康恩贝(17年业绩加速提升,三季度业绩增速略超预期,专注内生增长实行大品种战略,核心品种延续高增长)",webcache\20171121\webcache-20180303013433.html,sina,
