2017-10-10,西南证券,603866,桃李面包,"推荐桃李面包:三季报略超市场预期,区域扩张持续进行",webcache\20171010\webcache-20180303024642.html,sina,
2017-10-10,中泰证券,000932,*ST华菱,"目前我们预计四季度经济较三季度继续小幅放缓,但钢铁采暖季限产对供给端扰动影响有望超出需求变化,板块存在反弹的机会,可以关注标的如八一钢铁、*ST华菱、韶钢松山、新钢股份、南钢股份、马钢股份、安阳钢铁、宝钢股份、方大特钢以及柳钢股份等,同时推荐受益于石墨电极涨价的方大炭素;风险提示:利率上行过快",webcache\20171010\webcache-20180303024813.html,sina,
2017-10-10,国泰君安,603612,索通发展,"冬季铝用阳极受限产影响短缺,给予成本端控制能力较强,业绩弹性较大的索通发展增持评级",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600366,宁波韵升,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600392,盛和资源,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000970,中科三环,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,300224,正海磁材,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600366,宁波韵升,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600392,盛和资源,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000970,中科三环,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,300224,正海磁材,"增持评级:中科三环、正海磁材、盛和资源等,受益标的:宁波韵升等",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,603993,洛阳钼业,增持评级:寒锐钴业、洛阳钼业、寒锐钴业、赣锋锂业、天齐锂业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002460,赣锋锂业,增持评级:寒锐钴业、洛阳钼业、寒锐钴业、赣锋锂业、天齐锂业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002466,天齐锂业,增持评级:寒锐钴业、洛阳钼业、寒锐钴业、赣锋锂业、天齐锂业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,300618,寒锐钴业,增持评级:寒锐钴业、洛阳钼业、寒锐钴业、赣锋锂业、天齐锂业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600549,厦门钨业,增持评级:厦门钨业、洛阳钼业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,603993,洛阳钼业,增持评级:厦门钨业、洛阳钼业,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600219,南山铝业,"5万元/吨上方,增持评级:中国铝业、云铝股份、神火股份、南山铝业",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,601600,中国铝业,"5万元/吨上方,增持评级:中国铝业、云铝股份、神火股份、南山铝业",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000807,云铝股份,"5万元/吨上方,增持评级:中国铝业、云铝股份、神火股份、南山铝业",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000933,神火股份,"5万元/吨上方,增持评级:中国铝业、云铝股份、神火股份、南山铝业",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600362,江西铜业,增持评级:紫金矿业、江西铜业、云南铜业等,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,601899,紫金矿业,增持评级:紫金矿业、江西铜业、云南铜业等,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000878,云南铜业,增持评级:紫金矿业、江西铜业、云南铜业等,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,603799,华友钴业,受益标的:华友钴业、格林美、盐湖股份、融捷股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000792,盐湖股份,受益标的:华友钴业、格林美、盐湖股份、融捷股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002192,融捷股份,受益标的:华友钴业、格林美、盐湖股份、融捷股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002340,格林美,受益标的:华友钴业、格林美、盐湖股份、融捷股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,601958,金钼股份,受益标的:翔鹭钨业、金钼股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002842,翔鹭钨业,受益标的:翔鹭钨业、金钼股份,webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600409,三友化工,推荐纯碱(三友化工、山东海化),webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,000822,山东海化,推荐纯碱(三友化工、山东海化),webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600141,兴发集团,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600309,万华化学,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600409,三友化工,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600426,华鲁恒升,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600486,扬农化工,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600596,新安股份,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002626,金达威,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,300121,阳谷华泰,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600141,兴发集团,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600309,万华化学,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600409,三友化工,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600426,华鲁恒升,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600486,扬农化工,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,600596,新安股份,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,002626,金达威,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,国泰君安,300121,阳谷华泰,"目前推荐万华化学(MDI)、三友化工(纯碱、粘胶)、华鲁恒升(煤化工)、扬农化工(农药);紧抓环保对化工的影响,环保影响分为两个阶段,第一阶段是8-10月份,主要是中央巡视组的环保督查和地方区域内自查,重点关注区域内占比比较高的品种和污染严重的小品种,推荐维生素(金达威),橡胶助剂(阳谷华泰),草甘膦(新安股份、兴发集团),关注PO板块;第二阶段是11月-次年3月份,主要是北方供暖之后2+26个城市的错峰生产,错峰生产主要影响这一地区大宗品的供给,主要是纯碱、烧碱、PVC、粘胶,这些品种将与白马股相对应",webcache\20171010\webcache-20180303024814.html,sina,
2017-10-10,西南证券,600567,山鹰纸业,标的上我们仍然维持对太阳纸业(002078)、山鹰纸业(600567)、博汇纸业(600966)的推荐,webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,600966,博汇纸业,标的上我们仍然维持对太阳纸业(002078)、山鹰纸业(600567)、博汇纸业(600966)的推荐,webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,002078,太阳纸业,标的上我们仍然维持对太阳纸业(002078)、山鹰纸业(600567)、博汇纸业(600966)的推荐,webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603816,顾家家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603833,欧派家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603898,好莱客,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,002572,索菲亚,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603816,顾家家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603833,欧派家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603898,好莱客,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,002572,索菲亚,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603816,顾家家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603833,欧派家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603898,好莱客,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,002572,索菲亚,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603816,顾家家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603833,欧派家居,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,603898,好莱客,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,西南证券,002572,索菲亚,"但中长期看回调就是买入时机:定制家具目前的渗透率还很低,但消费者教育已经比较成熟,会持续抢占成品家具和手工打制家具的市场,预计高增长能持续3-5年;第二就是现在通过品类延伸和渠道下沉,一定程度上抵挡地产风险,挖掘增量空间,所以我们坚定看好定制家具板块以及优质的成品家具企业:索菲亚(002572)、欧派家居(603833)、顾家家居(603816),近期二线龙头估值回归合理,三四线渠道占比高的企业或相对受益,推荐好莱客(603898)",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,申万宏源,002241,歌尔股份,"推荐歌尔股份:A股电子代表标的业绩拆分以及产业核心假设剖析系列十三,全球微电声领导厂商,深度布局VR/AR解决方案",webcache\20171010\webcache-20180303024815.html,sina,
2017-10-10,山西证券,600771,广誉远,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
2017-10-10,山西证券,600867,通化东宝,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
2017-10-10,山西证券,000661,长春高新,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
2017-10-10,山西证券,300122,智飞生物,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
2017-10-10,山西证券,600771,广誉远,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
2017-10-10,山西证券,600867,通化东宝,"   
    行业动态   
    糖尿病新药恩格列净获批在中国大陆上市   
    上市公司重要公告   
    投资建议   
    三季报即将陆续发布,四季度已来临,企业年度效益渐体现,业绩成越发成为重要看点,建议关注业绩高成长企业,如广誉远(600771)、智飞生物(300122)等,以及长期关注业绩维持稳步增长的细分龙头企业,如通化东宝(600867)、长春高新(000661)等",webcache\20171010\webcache-20180303024816.html,sina,
