2017-11-14,国海证券      ,600990,四创电子 ,"推荐四创电子事件点评:中电博微组建,资产注入可期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982993/index.phtml,sina,
2017-11-14,光大证券      ,300024,机器人  ,"公司是国内规模较大的焊接与切割设备制造商,公司2013-2016年及2017年上半年出口金额连续位居行业第一,新产能投放将有效消除产能瓶颈问题,同时产品持续优化,焊接机器人业务逐步拓展,业绩前景可观,维持“增持”评级"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981960/index.phtml,sina,
2017-11-14,光大证券      ,603131,上海沪工 ,推荐上海沪工:国内焊接与切割设备龙头                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981960/index.phtml,sina,
2017-11-14,西南证券      ,600068,葛洲坝  ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,601668,中国建筑 ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,000065,北方国际 ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,600068,葛洲坝  ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,601668,中国建筑 ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,000065,北方国际 ,推荐中国建筑(601668)并建议关注葛洲坝(600068)、北方国际(000065)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,西南证券      ,601668,中国建筑 ,"“一带一路”及周边国家发展水平较低,基础设施建设不完善,中国建筑工程企业通过在交通、电力和房建等领域的优势将建筑产能外输"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981956/index.phtml,sina,
2017-11-14,新时代证券     ,000759,中百集团 ,推荐中百集团2017三季度点评:永辉加持公司生鲜毛利率提升明显                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981955/index.phtml,sina,
2017-11-14,国金证券      ,002149,西部材料 ,"推荐西部材料:钛材受益军工景气周期,核电、环保多点位布局"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981950/index.phtml,sina,
2017-11-14,国金证券      ,002149,西部材料 ,"推荐西部材料:钛材受益军工景气周期,核电、环保多点位布局"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981950/index.phtml,sina,
2017-11-14,东北证券      ,603929,亚翔集成 ,"推荐亚翔集成:国内半导体和面板处于产业风口,高技术壁垒铸就洁净室龙头"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981944/index.phtml,sina,
2017-11-14,平安证券      ,600438,通威股份 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,600674,川投能源 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,600886,国投电力 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,601012,隆基股份 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,002202,金风科技 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,002531,天顺风能 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,300129,泰胜风能 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,300443,金雷风电 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,600438,通威股份 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,600674,川投能源 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,600886,国投电力 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,601012,隆基股份 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,002202,金风科技 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,002531,天顺风能 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,300129,泰胜风能 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,平安证券      ,300443,金雷风电 ,"风电方面,重点推荐风电整机龙头金风科技,建议关注零部件龙头泰胜风能、金雷风电、天顺风能等;光伏方面,重点推荐通威股份和隆基股份;水电方面,建议关注国投电力、川投能源"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981938/index.phtml,sina,
2017-11-14,华鑫证券      ,603848,好太太  ,推荐好太太:新股询价报告                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981930/index.phtml,sina,
2017-11-14,国海证券      ,603396,金辰股份 ,"苏州晟成是光伏组件自动化领域的龙头企业,市场占有率达到30%以上,国内竞争对手主要包括金辰股份、博硕光电;从盈利能力来看,2017年上半年金辰股份和博硕光电毛利率较2016年分别下降6.26、15.96个百分点,而同期苏州晟成毛利率上升1.96个百分点,充分体现业务相对竞争优势"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981928/index.phtml,sina,
2017-11-14,国海证券      ,000821,京山轻机 ,"推荐京山轻机事件点评:外延并购进展顺利,苏州晟成业绩超预期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981928/index.phtml,sina,
2017-11-14,中原证券      ,601318,中国平安 ,"
    上周融资净买入个券方面,中国平安替代京东方A的榜首位置,京东方A仍然处于第二,京东方A目前仍然是市场焦点"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981864/index.phtml,sina,
2017-11-14,中原证券      ,000725,京东方A ,"
    上周融资净买入个券方面,中国平安替代京东方A的榜首位置,京东方A仍然处于第二,京东方A目前仍然是市场焦点"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981864/index.phtml,sina,
2017-11-14,华鑫证券      ,600291,西水股份 ,"
    昨日主题: 白马股和先进制造齐涨 1) 保险:新华保险、西水股份领涨,催化剂:保监会近日披露今年前三季度业绩,人身险公司实现原保费增长23.43%,预计利润总额1857.02亿元,同比增长18.34%,实现资金收益率4.05%,较去年同期上升0.1个百分点"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981856/index.phtml,sina,
2017-11-14,华鑫证券      ,601336,新华保险 ,"
    昨日主题: 白马股和先进制造齐涨 1) 保险:新华保险、西水股份领涨,催化剂:保监会近日披露今年前三季度业绩,人身险公司实现原保费增长23.43%,预计利润总额1857.02亿元,同比增长18.34%,实现资金收益率4.05%,较去年同期上升0.1个百分点"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981856/index.phtml,sina,
2017-11-14,国金证券      ,600196,复星医药 ,"深圳恒生医院也将发挥其专业优势,成为复星医药其他成员医院提升医疗管理、医疗技术和医疗服务水平的培训基地,有利于进一步强化复星医药的医疗服务业务"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981852/index.phtml,sina,
2017-11-14,国金证券      ,600196,复星医药 ,"推荐复星医药:收购深圳恒生医院,医疗服务再下一城"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981852/index.phtml,sina,
2017-11-14,国金证券      ,002127,南极电商 ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002640,跨境通  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002867,周大生  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002127,南极电商 ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002640,跨境通  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002867,周大生  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002127,南极电商 ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002640,跨境通  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
2017-11-14,国金证券      ,002867,周大生  ,"建议关注全渠道运营、收入增速进入拐点的苏宁云商;受益三四线消费升级、渠道快速扩张的钻石饰品珠宝商周大生;整合优质供应链,提供高质低价的南极电商;跨境电商龙头优势明显、业绩持续高增长的跨境通"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981844/index.phtml,sina,
