2017-11-20,国海证券,000750,国海证券,推荐国海证券研究每周观点精粹,webcache\20171120\webcache-20180303013522.html,sina,
2017-11-20,川财证券,002192,融捷股份,"   
    苏奥传感(300507):实际控制人李宏庆计划增持比例不超过本公司总股2%的股份;亿纬锂能(300014):第三期员工持股计划不超过5,500万元;德宏股份(603701):签订拆迁协议,补偿金额共计七千四百余万元;银轮股份( 002126): 以增资形式投资境外企业Hyperloop TransportationTechnologies,Inc,同时成为通用供应商;融捷股份(002192):放弃子公司东莞市德瑞精密设备有限公司35%股权转让的优先购买权",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,川财证券,300014,亿纬锂能,"   
    苏奥传感(300507):实际控制人李宏庆计划增持比例不超过本公司总股2%的股份;亿纬锂能(300014):第三期员工持股计划不超过5,500万元;德宏股份(603701):签订拆迁协议,补偿金额共计七千四百余万元;银轮股份( 002126): 以增资形式投资境外企业Hyperloop TransportationTechnologies,Inc,同时成为通用供应商;融捷股份(002192):放弃子公司东莞市德瑞精密设备有限公司35%股权转让的优先购买权",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,川财证券,300507,苏奥传感,"   
    苏奥传感(300507):实际控制人李宏庆计划增持比例不超过本公司总股2%的股份;亿纬锂能(300014):第三期员工持股计划不超过5,500万元;德宏股份(603701):签订拆迁协议,补偿金额共计七千四百余万元;银轮股份( 002126): 以增资形式投资境外企业Hyperloop TransportationTechnologies,Inc,同时成为通用供应商;融捷股份(002192):放弃子公司东莞市德瑞精密设备有限公司35%股权转让的优先购买权",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,600038,中直股份,"2018年军工订单量的增长率会呈现较大增长,此外军工体制改革与上市公司的相关度将有所提高;经过两年股价深度调整对应18年行业动态估值水平在历史估值中枢50倍附近(如中直股份对应18年PE为51倍,民参军板块对应17、18年整体法预测PE分别为41、30倍),由此可能带来明年军工板块值得较长时期投资的机会",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,600990,四创电子,"②四创电子:根据公司11月9日公告,中国电科拟以8所、16所、38所、43所为基础新设立中电博微子集团,并将38所控股上市公司四创电子的全部国有股份无偿划转至中电博微持有;此为首次明确博微子集团,但之前已有预期,四创电子将成为中电博微唯一上市平台;我们认为,今年科研院所改革迈出实质性步伐,7月国防科工局在京组织召开军工科研院所转制工作推进会,但首批41家试点与上市公司关系不大;重点关注18年中期以后第二批科研院所试点落地,或将与上市公司相关度提高",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,600038,中直股份,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,002179,中航光电,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,002519,银河电子,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,300342,天银机电,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,600038,中直股份,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,002179,中航光电,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,002519,银河电子,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,安信证券,300342,天银机电,"   
    3、我们建议关注两条思路:①以空军装备主机厂商为主的弹性较大或订单改善的公司,如中航黑豹、中直股份等;②低估值、增长确定的超跌民参军标的和军工集团标的,如天银机电、银河电子、中航光电等",webcache\20171120\webcache-20180303013554.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"永辉超市自身制度革新,通过赛马制以及合伙人制度推进效率提升,而后通过新业态的迭代提升用户体验,而总体来看,是基于公司强大的供应链体系,公司基于自身的供应链体系,持续不断的推进新业态,例如超级物种以及永辉生活等,公司董事辞职积极引进科技人才,有助于公司以更大的胸怀拥抱新零售,基于内生增长,我们预计2017-2019年公司实现营业收入为583.95/697.85/839.93亿元,同比增长18.61%/19.50%/20.36%,实现归母净利润为18.57/24.90/31.19亿元,同比增长49.58%/34.01%/25.29%;考虑公司未来发展空间以及供应链能力,且积极拥抱新变化,给予2018X50倍的估值,对应目标市值为1245.00亿元,目标价为13.01元,“买入”评级",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"永辉超市自身制度革新,通过赛马制以及合伙人制度推进效率提升,而后通过新业态的迭代提升用户体验,而总体来看,是基于公司强大的供应链体系,公司基于自身的供应链体系,持续不断的推进新业态,例如超级物种以及永辉生活等,公司董事辞职积极引进科技人才,有助于公司以更大的胸怀拥抱新零售,基于内生增长,我们预计2017-2019年公司实现营业收入为583.95/697.85/839.93亿元,同比增长18.61%/19.50%/20.36%,实现归母净利润为18.57/24.90/31.19亿元,同比增长49.58%/34.01%/25.29%;考虑公司未来发展空间以及供应链能力,且积极拥抱新变化,给予2018X50倍的估值,对应目标市值为1245.00亿元,目标价为13.01元,“买入”评级",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002127,南极电商,"线上,零售端四季度进入旺季,双十一数据靓丽,验证消费端的持续复苏,从各个品类上来看,家电仍然保持较高的增长,根据品途商业评论,2017年双十一品类增速上,家电、手机、化妆品、母婴等市场占比分别为20.2%、8.7%、8.1%、3.6%,品类上增速分别为42.06%、3.16%、-3.16%、43.47%,其中家电和母婴仍然保持较高的增长,而在整体的双十一的策略中,天猫支持传统品牌的力度较大,给予线上的流量支持、广告位等较高,主要系搜索规则调整,而淘品牌等线上增速短期下降,但主要系短期因素影响,而平销仍保持较高的增长,如南极电商、韩都衣舍等,未来将继续实现GMV的高速增长",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600729,重庆百货,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600859,王府井,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,603708,家家悦,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,000759,中百集团,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600729,重庆百货,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600859,王府井,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,603708,家家悦,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,000759,中百集团,"线下零售进入复苏期,龙头表现更优,而根据我们市场调研情况来看,可实现异地扩张的百货公司有望获得市场青睐,建议重点关注王府井、天虹商场等,从消费金融以及国改的角度,重点推荐重庆百货,同时我们认为超市板块的投资机会更大,建议重点布局龙头标的永辉超市,推荐关注中百集团、家家悦等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600216,浙江医药,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为62.50元/千克;上半年(3月份、4月份、6月份,5月份因事故停产)维生素发货量约为2300吨,下半年发货量有望加速,预计全年发货量约为1万吨,2018-2019年随着产能逐步建设完毕,发货量有望稳定在2-2.5万吨",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002001,新和成,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为62.50元/千克;上半年(3月份、4月份、6月份,5月份因事故停产)维生素发货量约为2300吨,下半年发货量有望加速,预计全年发货量约为1万吨,2018-2019年随着产能逐步建设完毕,发货量有望稳定在2-2.5万吨",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600216,浙江医药,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为62.50元/千克;上半年(3月份、4月份、6月份,5月份因事故停产)维生素发货量约为2300吨,下半年发货量有望加速,预计全年发货量约为1万吨,2018-2019年随着产能逐步建设完毕,发货量有望稳定在2-2.5万吨",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002001,新和成,"公司维生素的成本优势明显(维生素油的成本的大约为40元/千克,维生素粉的成本约为20元/千克),相较于浙江医药、新和成等具备明显的价格优势,目前维生素粉的报价约为62.50元/千克;上半年(3月份、4月份、6月份,5月份因事故停产)维生素发货量约为2300吨,下半年发货量有望加速,预计全年发货量约为1万吨,2018-2019年随着产能逐步建设完毕,发货量有望稳定在2-2.5万吨",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600278,东方创业,"个股上涨前五名为民生控股、上海物贸、东方创业、冠福股份、茂业商业,个股分别上涨7",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600822,上海物贸,"个股上涨前五名为民生控股、上海物贸、东方创业、冠福股份、茂业商业,个股分别上涨7",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600828,茂业商业,"个股上涨前五名为民生控股、上海物贸、东方创业、冠福股份、茂业商业,个股分别上涨7",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,000416,民生控股,"个股上涨前五名为民生控股、上海物贸、东方创业、冠福股份、茂业商业,个股分别上涨7",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002102,冠福股份,"个股上涨前五名为民生控股、上海物贸、东方创业、冠福股份、茂业商业,个股分别上涨7",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"   
    永辉超市:Q3收入以及净利润环比加速,科技与新业态并行,进入新增长通道",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,601933,永辉超市,"   
    永辉超市:Q3收入以及净利润环比加速,科技与新业态并行,进入新增长通道",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002024,苏宁易购,"3%,公司整体盈利能力提升,从业绩增长的角度来看,京东电商GMV增速下台阶,表明线上获取用户越来越难,而双线模式规模增长更快,从市场表现来看,苏宁易购的双线模式增速开始上移,借助于线上线下结合的模式,增速向上,我们认为在流量成本越来越贵的大背景下,发展双线模式,有助于获取用户、节省费用,无论苏宁三季度报GMV增速以及双十一促销,苏宁表现持续向好,短期来看,受市场因素影响,股价下降幅度较大,我们认为在基本面持续向好的大背景下,可重点布局估值洼地的苏宁云商,建议重点关注",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002024,苏宁易购,"3%,公司整体盈利能力提升,从业绩增长的角度来看,京东电商GMV增速下台阶,表明线上获取用户越来越难,而双线模式规模增长更快,从市场表现来看,苏宁易购的双线模式增速开始上移,借助于线上线下结合的模式,增速向上,我们认为在流量成本越来越贵的大背景下,发展双线模式,有助于获取用户、节省费用,无论苏宁三季度报GMV增速以及双十一促销,苏宁表现持续向好,短期来看,受市场因素影响,股价下降幅度较大,我们认为在基本面持续向好的大背景下,可重点布局估值洼地的苏宁云商,建议重点关注",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,600612,老凤祥,"高端品类上,建议重点关注黄金珠宝领域,重点建议关注老凤祥等",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,中泰证券,002102,冠福股份,"26%,从VE涨价以及塑料电商B2B高增速角度,重点推荐冠福股份",webcache\20171120\webcache-20180303013555.html,sina,
2017-11-20,平安证券,600115,东方航空,股票方面关注腾讯控股、新华保险、工商银行、中国神华、金沙中国有限公司、碧桂园、银河娱乐、港铁公司、中国东方航空股份、上海医药、石药集团,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,平安证券,601088,中国神华,股票方面关注腾讯控股、新华保险、工商银行、中国神华、金沙中国有限公司、碧桂园、银河娱乐、港铁公司、中国东方航空股份、上海医药、石药集团,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,平安证券,601336,新华保险,股票方面关注腾讯控股、新华保险、工商银行、中国神华、金沙中国有限公司、碧桂园、银河娱乐、港铁公司、中国东方航空股份、上海医药、石药集团,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,平安证券,601398,工商银行,股票方面关注腾讯控股、新华保险、工商银行、中国神华、金沙中国有限公司、碧桂园、银河娱乐、港铁公司、中国东方航空股份、上海医药、石药集团,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,平安证券,601607,上海医药,股票方面关注腾讯控股、新华保险、工商银行、中国神华、金沙中国有限公司、碧桂园、银河娱乐、港铁公司、中国东方航空股份、上海医药、石药集团,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,000591,太阳能,"太阳能发电量则受益于装机容量大幅增长(据中电联披露,前三季度全国并网太阳能发电装机达到4,231万千瓦,同比增加1,977万千瓦),10月当月完成发电量54亿千瓦时,同比增长35.7%,累计发电量达到534亿千瓦时,同比增长34.1%",webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,000591,太阳能,"太阳能发电量则受益于装机容量大幅增长(据中电联披露,前三季度全国并网太阳能发电装机达到4,231万千瓦,同比增加1,977万千瓦),10月当月完成发电量54亿千瓦时,同比增长35.7%,累计发电量达到534亿千瓦时,同比增长34.1%",webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600011,华能国际,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600023,浙能电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600027,华电国际,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600116,三峡水利,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600236,桂冠电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600900,长江电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600011,华能国际,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600023,浙能电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600027,华电国际,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600116,三峡水利,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600236,桂冠电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,长江证券,600900,长江电力,推荐关注长江电力、桂冠电力、华能国际、华电国际、三峡水利和浙能电力,webcache\20171120\webcache-20180303013603.html,sina,
2017-11-20,国金证券,600233,圆通速递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,600270,外运发展,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002120,韵达股份,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002352,顺丰控股,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002468,申通快递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,600233,圆通速递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,600270,外运发展,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002120,韵达股份,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002352,顺丰控股,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002468,申通快递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,600233,圆通速递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,600270,外运发展,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002120,韵达股份,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002352,顺丰控股,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,国金证券,002468,申通快递,"行业增长压力下短期关注成本管控优秀的公司,推荐韵达股份;中长期,供应链管理将是物流行业发展主要趋势,重视在B端及综合物流上有前瞻布局的企业,推荐京东、顺丰控股;持续关注外运发展、圆通速递及申通快递",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,川财证券,600150,中国船舶,"(国家邮政局官网)2.中国船舶工业行业协会公布1-10月船舶工业经济运行情况,1-10月全国造船完工3720万载重吨,同比增长31.9%;承接新船订单2220万载重吨,同比增长17.9%",webcache\20171120\webcache-20180303013605.html,sina,
2017-11-20,中泰证券,601566,九牧王,"   
    投资策略:本周板块调整,建议关注目前估值低位的核心标的歌力思(17/18PE24/19)、通灵珠宝(17/18PE28/23倍)、延江股份(18PE25倍)、九牧王(17/18PE17/15倍)",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,603808,歌力思,"   
    投资策略:本周板块调整,建议关注目前估值低位的核心标的歌力思(17/18PE24/19)、通灵珠宝(17/18PE28/23倍)、延江股份(18PE25倍)、九牧王(17/18PE17/15倍)",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,300658,延江股份,"   
    投资策略:本周板块调整,建议关注目前估值低位的核心标的歌力思(17/18PE24/19)、通灵珠宝(17/18PE28/23倍)、延江股份(18PE25倍)、九牧王(17/18PE17/15倍)",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,600398,海澜之家,核心推荐:安踏体育、歌力思、海澜之家、九牧王,webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,601566,九牧王,核心推荐:安踏体育、歌力思、海澜之家、九牧王,webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,603808,歌力思,核心推荐:安踏体育、歌力思、海澜之家、九牧王,webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,601099,太平洋,"具体来看:除受中国游客锐减影响导致销量大幅全面下挫的爱茉莉太平洋之外,拥有丰富高端线的欧莱雅/雅诗兰黛/LVMH美妆部/资生堂业绩靓丽,以大日化为主的宝洁和联合利华表现差强人意,而宝洁美妆部门的增长则主要是依赖高端护肤品SK-II",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,603900,莱绅通灵,"公司融合leysen王室文化全面升级品牌,同时依托自身营销优势,莱绅通灵品牌认可度提高",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,300658,延江股份,"④优质面层供应商,受益消费升级望迎来产能释放的高增长标的,延江股份",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,中泰证券,300658,延江股份,"④优质面层供应商,受益消费升级望迎来产能释放的高增长标的,延江股份",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,300511,雪榕生物,"   
    2)蔬菜:重点推荐雪榕生物,公司作为食用菌的工厂化龙头,预计16-18年金针菇销量分别为13万吨、20万吨和36万吨,进入快速增长期,从而带动公司业绩高增长,我们预计今年业绩近2亿,明年有望达到约3亿",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,300511,雪榕生物,"   
    2)蔬菜:重点推荐雪榕生物,公司作为食用菌的工厂化龙头,预计16-18年金针菇销量分别为13万吨、20万吨和36万吨,进入快速增长期,从而带动公司业绩高增长,我们预计今年业绩近2亿,明年有望达到约3亿",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,600201,生物股份,"   
    2,优选农业白马龙头,推荐隆平高科、生物股份、海大集团",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,000998,隆平高科,"   
    2,优选农业白马龙头,推荐隆平高科、生物股份、海大集团",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,002311,海大集团,"   
    2,优选农业白马龙头,推荐隆平高科、生物股份、海大集团",webcache\20171120\webcache-20180303013606.html,sina,
2017-11-20,天风证券,002311,海大集团,"公司将具有中长期成长机会!   
    海大集团:水产饲料龙头企业,管理风格稳健,业绩有望持续高增长",webcache\20171120\webcache-20180303013606.html,sina,
